NPI,Full_Name,Primary Specialty,Primary Hospital Affiliation,source_hospital_system,HQ_STATE
1356194096,"Weymon, Alexandria ",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1093815144,"Wharton, Brenda Jo",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1740801034,"Wheeler, Darla ",Neurology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1265033450,"Wheeler, Anna Karin",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1114679487,"Whipple, Meghan Leah",Nurse - Nurse Practitioner,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),BHSH,MI
1346862075,"Whipple, Zachary J",Physician Assistant,Corewell Health Gerber Hospital (FKA Spectrum Health Gerber Memorial),BHSH,MI
1093822058,"Whitaker, Stephanie K",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1811649171,"Whitcomb, Sara ",Nurse - Nurse Practitioner,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1487733242,"White, Craig W",Family Practice,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),BHSH,MI
1881474195,"White, Kayla ",Nurse - Nurse Practitioner,Corewell Health Gerber Hospital (FKA Spectrum Health Gerber Memorial),BHSH,MI
1194059170,"White, Jodi Ruth",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1356356216,"White, Anna Olivia",Nurse - Nurse Practitioner,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1205292802,"White, Holly ",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1972724292,"White, Jennifer Lynn",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1609851708,"White, Michael M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1346281995,"White, Dawn K",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1457764425,"White, Elizabeth Jelinek",Obstetrics/Gynecology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1720662166,"White, Sarah Marie",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1003815234,"White, Anne Hughes",Allergy/Immunology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1982815148,"White, David Ronald",Nephrology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1689601379,"White, John Maxwell",Urology,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,TN
1194590810,"White, David Jason",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1902901077,"White, Louis Isadore",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1073869590,"White, Shamelle ",Pediatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1598210429,"White, Kristen Esther",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1396441283,"White, Stephen Matthew",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1043877137,"White, Maxwell ",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1851828933,"White, Debra E",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1548398878,"White, Stephanie W",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,WI
1962197905,"White, Felicia ",Pediatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1154385797,"White, Jennifer Sue",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1518379650,"White, Michael ",Nurse - Nurse Practitioner,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1629025614,"Whitford, Angela Marie",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1972291656,"Whitman, Phillip Michael",Other,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1669636965,"Whitmer, Bradford A",Gastroenterology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1083679005,"Whitmer, Aimee C",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1922621218,"Whitmore, Nicole ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1164637906,"Whittaker, Brent G",Pediatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1710197397,"Whitten, Amy Elizabeth",Obstetrics/Gynecology - Maternal & Fetal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1295186252,"Whittico, Alyce ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1457339574,"Whitty, Christopher James",Neurology,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),BHSH,MI
1972982627,"Whitworth, Kristen A",Emergency Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1184749517,"Whitworth, Michael Wesley",Dermatology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1114946506,"Wiaduck, James Patrick",Psychiatry,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1326020256,"Wiater, Jerome P",Surgery - Orthopedic Surgery,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1164482253,"Wiater, Bridget ",Radiology - Diagnostic Radiology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1154432714,"Wiater, Brett Peter",Surgery - Orthopedic Surgery,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1043292964,"Wiater, J Michael Michael",Surgery - Orthopedic Surgery,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1952383879,"Wiater, Patrick J",Surgery - Orthopedic Surgery,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1841263134,"Wickens, Marshall R",Family Practice,Corewell Health Reed City Hospital (FKA Spectrum Health Reed City Hospital),BHSH,MI
1740228279,"Wickham, Deirdre A",Obstetrics/Gynecology,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1457198434,"Wicklund, Daniel Francis",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1336718907,"Wicklund, Carrie Elizabeth",Social Worker - Licensed Clinical Social Worker,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1063603082,"Wickman, Larysa Tarashevska",Nephrology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1205862398,"Wicks, Christopher E",Anesthesiology - Anesthesiologist,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),BHSH,MI
1720438401,"Wideman, Rebecca Ann",Nurse - Nurse Practitioner,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1295364008,"Wideman, Brian ",Neurology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1225003825,"Wiebenga, Peter J",General Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1053067181,"Wiedeman, Eleanor Rachael",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1134454846,"Wieg, Christopher H",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1316196439,"Wieg, Lindsay Jean",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1356612907,"Wiegand, Beth Ann",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1578157160,"Wiegand, Alana Danielle",Nurse - Nurse Practitioner,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1174904429,"Wiegand, Melissa J",Nurse - Nurse Practitioner,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),BHSH,MI
1790819449,"Wielhouwer, Eric James",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1215075106,"Wierks, Carl ",Surgery - Orthopedic Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1639126832,"Wiersma, Dale Alan",Internal Medicine,Corewell Health Zeeland Hospital (FKA Spectrum Health Zeeland Community Hospital),BHSH,MI
1316428253,"Wiersma, Shannon Lorelle",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1699762765,"Wiersum, Kevin J",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1497986863,"Wiesend, Wendy N",Pathology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1659331908,"Wiest, Heidi Christine",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1528040979,"Wietrzykowski, Matthew J",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1770278723,"Wiewiora, Kaitlin ",Obstetrics/Gynecology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1154035046,"Wigent, Leah ",Nurse - Nurse Practitioner,Corewell Health Gerber Hospital (FKA Spectrum Health Gerber Memorial),BHSH,MI
1285674044,"Wiktor, Ralph W",Physician Assistant,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1376105601,"Wilcox, Sara Morgen",Surgery - General Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,TX
1275252561,"Wilczewski, Christa Wren",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1710197579,"Wild, Barton William",Pain Management,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1497495790,"Wild, Haley Marie",Obstetrics/Gynecology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1275983835,"Wilder, Brian Christopher",Family Practice,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),BHSH,MI
1497348171,"Wildey, Allison Marie",Nurse - Nurse Practitioner,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1386295798,"Wildey, Taylor Burke",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1922680750,"Wildrick, Danielle E",Hospitalist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1053741215,"Wiles, Emily Elizabeth",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1871170928,"Wilfore, Sandra Verlay",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1174586978,"Wilgus, Carrie Lynn",Other,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),BHSH,MI
1093137184,"Wilhelm, Kirsten Rosemarie",Neurology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1639371859,"Wilhelm, Sarah Zukowski",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1952962912,"Wilhelm, Spencer Karl",Surgery - General Surgery,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1265091680,"Wilk, Michael Joseph",Surgery - Orthopedic Surgery,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,FL
1992432116,"Wilkes, Allison Elizabeth",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1083145551,"Wilkes, Sarah Jane",Psychiatry,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1346477874,"Wilkins, Sarah Marie",Pathology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1437127008,"Wilkinson, Rosanne ",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1740889328,"Will, Samantha Kathleen Estelle",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1174344261,"Willacker, Gabrielle Wisniewski",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1184015232,"Willbrandt, Kathleen Lynne",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1730601162,"Wille, Michael William-Mulligan",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1811546229,"Wille, Jennifer Marie",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1689656662,"Wille, Richard T",Gastroenterology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1063233963,"Wille, Brendan Charles-Mulligan",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1326563883,"Wille, Bridget Beth-Obrien",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1801868583,"Willekes, Charles L",Surgery - Thoracic Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1598011231,"Willenberg Langholz, Danae Joy",,Corewell Health Zeeland Hospital (FKA Spectrum Health Zeeland Community Hospital),BHSH,MI
1750669016,"Williams, Lorelei ",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1932459930,"Williams, Amanda Lea",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1285356394,"Williams, Ashly ",Nurse - Nurse Practitioner,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1710993217,"Williams, Jeffrey L",Surgery - Plastic and Reconstructive Surgery,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1922898493,"Williams, Courtney Lynn",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1821076456,"Williams, Michael J",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1306329776,"Williams, Castyn Rose",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1083915052,"Williams, Andrea ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1528367687,"Williams, Jennifer Jeannette",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1598849796,"Williams, Rachel Marie",Family Practice,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),BHSH,MI
1174606461,"Williams, Amanda Leslie-Anne",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1871948554,"Williams, Paul ",Radiology - Diagnostic Radiology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1073534491,"Williams, Joseph Lawson",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1558393405,"Williams, George Arthur",Ophthalmology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1518902576,"Williams, Susan Jean",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1942511126,"Williams, Amanda Lee",Pediatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1033552740,"Williams, Janna Lynn",Infectious Disease,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1215022744,"Williams, Nicole M",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1760608772,"Williams, Diane Marie",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1912697749,"Williams, Jacqueline ",Other,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1417380221,"Williams, Jennifer D",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1396271284,"Williams, James C",Anesthesiology - Anesthesiologist Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1144699125,"Williams, Heather Marie",Physician Assistant,Corewell Health Reed City Hospital (FKA Spectrum Health Reed City Hospital),BHSH,MI
1821209495,"Williams, Troy Robert Keoni",Surgery - Orthopedic Surgery,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1962464982,"Williams, Stephen A",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1659931996,"Williams Al-Kharusy, Samantha ",Pediatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,WI
1881641165,"Williamson, Jeffrey Robert",Family Practice,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),BHSH,MI
1043632698,"Williamson, David ",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),BHSH,MI
1215922059,"Williamson, Derrick Anthony",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1255313268,"Williamson, Brian D",Cardiology - Cardiologist,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1548732381,"Willink, Erin Marie",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1366911927,"Willis, Angela Soyad",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1528692894,"Willis-Carr, Lynn ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1205454402,"Willmore, Alexis Kristina",Physician Assistant,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1962847533,"Willoughby, John Patrick",Pulmonary Disease,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1720468622,"Willoughby, Kara Anne",Pediatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1962449033,"Wilseck, Jeffrey M",Radiology - Interventional Radiology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1710531686,"Wilson, Emily Anne",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1053820639,"Wilson, Brittany Morrell",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1659376267,"Wilson, Stephen ",Physical Medicine and Rehabilitation,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1184980690,"Wilson, Liz Mary",Hospitalist,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1265282537,"Wilson, Nicholas C",Other,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1639710684,"Wilson, Jessica Lauren",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1790278323,"Wilson, Caitlin E",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1437538568,"Wilson, Francesca Rosario",Pediatric Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1396081451,"Wilson, Bradford ",Psychology - Clinical Psychologist,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1801270327,"Wilson, Alec E",Urology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1659748259,"Wilson, Melissa Joye",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1659076800,"Wilson, Bradley Thomas",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1487215505,"Wilson, Brieanne Sue",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1568817724,"Wilson, Yelena ",Pathology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1275797946,"Wilson, Sarah E",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1215119466,"Wilson, Sara Jaime",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1013103001,"Wilson, Bryant Thomas",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1144291477,"Wilson, Kathi Ann",Surgery - Oral and Maxillofacial Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1821063280,"Wilson, Tara Shewre",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1457765257,"Wilson, Aimee Lynn",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1093934267,"Wilson, Julie Marie",Addiction Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1073283164,"Wilson, Daniel Christopher",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1689388415,"Wilson, Cap ",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1881987006,"Wilton, Penny ",Critical Care (Intensivists),Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1629353974,"Wiltshire, Ann Marie",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1710338728,"Wilusz, Matthew John",Emergency Medicine,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),BHSH,MI
1306890850,"Windeler, Jonathan Patrick",Pediatric Medicine,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),BHSH,MI
1417956459,"Winet, Elisabeth F",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,IN
1083795504,"Wing, Amy Lynn",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1043288954,"Winger-Tallent, Julie C",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1770145542,"Winiarski, Nicholas Matthew",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1407438252,"Winkel, Luke ",Surgery - Orthopedic Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1457379240,"Winkle, Mark Robert",Otolaryngology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1780179903,"Winkler, Nathan Joseph-Rudolph",Surgery - General Surgery,Corewell Health Zeeland Hospital (FKA Spectrum Health Zeeland Community Hospital),BHSH,MI
1891351227,"Winkler, Justin ",Emergency Medicine,Corewell Health Gerber Hospital (FKA Spectrum Health Gerber Memorial),BHSH,MI
1659043586,"Winkler, Megan ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
