Facility_Name,City,total_providers,bcbsmi_providers,bcbsmi_coverage_pct,providers_analyzed,providers_with_payments,payment_penetration_pct,total_payments,avg_payment_per_provider,max_provider_payment,total_transactions,avg_manufacturers_per_provider,total_rx_cost,total_rx_count,unique_drugs,top_drugs,max_drug_prescribers,payment_intensity_score,payment_penetration_score,prescription_volume_score,provider_concentration_score,composite_risk_score,risk_rank,risk_category
Mission Point Health & Physical Rehabilitation Center of Elmwood (FKA the Bay at Elmwood),Detroit,10,8,80.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16.0,16.0,530.0,Low
Lakeshore Surgery Center LLP (FKA Dr Anthony W Boutt),Fort Gratiot,25,20,80.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16.0,16.0,530.0,Low
Lakeshore Ear Nose & Throat Center PC,Saint Clair Shores,20,16,80.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16.0,16.0,530.0,Low
Internal Medicine Physicians Acute Care Team - IMPACT (AKA Fadi Salloum MD),Pontiac,25,20,80.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16.0,16.0,530.0,Low
Fenton Healthcare Center,Fenton,10,8,80.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16.0,16.0,530.0,Low
Mission Point Health Campus of Jackson (FKA RidgeCrest Health Campus),Jackson,10,8,80.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16.0,16.0,530.0,Low
University Pain Clinic,Detroit,10,8,80.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16.0,16.0,530.0,Low
Cedar Creek Hospital,Saint Johns,10,8,80.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16.0,16.0,530.0,Low
Marywood Nursing Care Center,Livonia,10,8,80.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16.0,16.0,530.0,Low
Grass Lake Surgery Center,Grass Lake,15,12,80.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16.0,16.0,530.0,Low
Oakland Integrated Healthcare Network - Baldwin Center,Pontiac,15,12,80.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16.0,16.0,530.0,Low
Spine Specialists of Michigan PC,Bingham Farms,10,8,80.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16.0,16.0,530.0,Low
Ganger Dermatology,Ann Arbor,10,8,80.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16.0,16.0,530.0,Low
Forest Community Health Center,Lansing,14,11,78.57,0,0,0.0,0.0,0.0,0.0,0,0.0,4486753.20933,5140.0,5,"JARDIANCE: $2.6M, TRULICITY: $1.3M, ELIQUIS: $0.3M",5,0.0,0.0,0.16006604641770925,15.713999999999999,15.874066046417708,531.0,Low
Eaton County Medical Care Facility (AKA Eaton Gardens),Charlotte,14,11,78.57,0,0,0.0,0.0,0.0,0.0,0,0.0,3121159.12452,3891.0,5,"OZEMPIC: $1.3M, ELIQUIS: $0.7M, TRULICITY: $0.7M",3,0.0,0.0,0.11134813483023695,15.713999999999999,15.825348134830236,532.0,Low
Symphony Applewood Skilled Nursing(FKA Applewood Nursing Center),Woodhaven,19,15,78.95,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.79,15.79,533.0,Low
Grand Traverse Womens Clinic,Traverse City,19,15,78.95,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.79,15.79,533.0,Low
Traverse Health Clinic,Traverse City,28,22,78.57,0,0,0.0,0.0,0.0,0.0,0,0.0,1475451.99883,1774.0,5,"TRULICITY: $0.6M, OZEMPIC: $0.4M, ELIQUIS: $0.2M",2,0.0,0.0,0.052637120232225026,15.713999999999999,15.766637120232224,534.0,Low
The Orchards Wayne (AKA Advantage Living Center Wayne),Wayne,14,11,78.57,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.713999999999999,15.713999999999999,535.0,Low
Get Well Urgent Care - Harper Woods,Harper Woods,14,11,78.57,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.713999999999999,15.713999999999999,535.0,Low
The Willows at Howell - Skilled Nursing,Howell,14,11,78.57,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.713999999999999,15.713999999999999,535.0,Low
Rochester Medical Group,Rochester Hills,14,11,78.57,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.713999999999999,15.713999999999999,535.0,Low
Pomeroy Living Rochester Skilled Nursing & Rehabilitation Services(FKA Pomeroy Living Rochester - Skilled Nursing),Rochester Hills,14,11,78.57,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.713999999999999,15.713999999999999,535.0,Low
Troy Internal Medicine,Troy,28,22,78.57,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.713999999999999,15.713999999999999,535.0,Low
Rehabilitation Medical Specialists LLC,Southfield,23,18,78.26,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.652000000000001,15.652000000000001,536.0,Low
Towne Centre Surgery Centre (FKA Ascension St Marys Hospital Surgery Center at Towne Centre),Saginaw,114,89,78.07,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.613999999999999,15.613999999999999,537.0,Low
The Surgery Center,Flint,68,53,77.94,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.588,15.588,538.0,Low
Fraser Eye Care Center (AKA Michigan Center for Outpatient Ocular Surgery),Fraser,18,14,77.78,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.556000000000001,15.556000000000001,539.0,Low
Regency at Grand Blanc,Grand Blanc,18,14,77.78,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.556000000000001,15.556000000000001,539.0,Low
St Clair Nephrology (AKA St Clair Specialty Physicians PC),Roseville,44,34,77.27,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.453999999999999,15.453999999999999,540.0,Low
Normandy Optical (FKA Advanced Vision Centers),Saint Clair Shores,13,10,76.92,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.384,15.384,541.0,Low
Oakpointe Senior Care and Rehab,Detroit,13,10,76.92,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.384,15.384,541.0,Low
Niles Community Health Center,Niles,13,10,76.92,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.384,15.384,541.0,Low
The Orchards Roseville (FKA Advantage Living Center - Roseville),Roseville,13,10,76.92,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.384,15.384,541.0,Low
Great Lakes Bay Health Centers St Vincent,Saginaw,13,10,76.92,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.384,15.384,541.0,Low
Canterbury on the Lake - Skilled Nursing,Waterford,17,13,76.47,0,0,0.0,0.0,0.0,0.0,0,0.0,2346611.07762,4166.0,5,"JARDIANCE: $1.1M, ELIQUIS: $0.5M, TRULICITY: $0.5M",6,0.0,0.0,0.08371593893186814,15.293999999999999,15.377715938931868,542.0,Low
Advantage Health Centers (AKA Detroit Health Care for the Homeless),Detroit,21,16,76.19,0,0,0.0,0.0,0.0,0.0,0,0.0,3267770.04428,4643.0,5,"TRULICITY: $1.8M, JARDIANCE: $0.7M, OZEMPIC: $0.4M",4,0.0,0.0,0.11657851617567126,15.238,15.354578516175671,543.0,Low
Southwest Surgery Center,Byron Center,34,26,76.47,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.293999999999999,15.293999999999999,544.0,Low
Symphony Linden the Turner House Inn,Linden,17,13,76.47,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.293999999999999,15.293999999999999,544.0,Low
HomeMD HouseCall Services,Waterford,42,32,76.19,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.238,15.238,545.0,Low
Michigan Surgical Center,East Lansing,25,19,76.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.2,15.2,546.0,Low
Thunder Bay Community Health Service Inc,Hillman,25,19,76.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.2,15.2,546.0,Low
Great Lakes Surgical Center LLC,Southfield,37,28,75.68,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.136000000000001,15.136000000000001,547.0,Low
Optalis Health & Rehabilitation of Troy (FKA ProMedica Skilled Nursing and Rehabilitation - Oakland),Troy,16,12,75.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.0,15.0,548.0,Low
Westside Health Center,Grand Rapids,16,12,75.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.0,15.0,548.0,Low
MediLodge of Shoreline (FKA Evangelical Home - Sterling Heights),Sterling Heights,16,12,75.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.0,15.0,548.0,Low
Orthopedic Associates of Port Huron,Port Huron,20,15,75.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.0,15.0,548.0,Low
MED-1 Occupational Health Services,Grand Rapids,12,9,75.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.0,15.0,548.0,Low
West Oaks Senior Care & Rehab,Detroit,12,9,75.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.0,15.0,548.0,Low
Mission Point Nursing & Physical Rehabilitation Center of Warren (FKA Warren Woods Health and Rehabilitation Center),Warren,12,9,75.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.0,15.0,548.0,Low
Westland a Villa Center (FKA Westland Nursing & Rehabilitation Center),Westland,20,15,75.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.0,15.0,548.0,Low
Oakland Surgi Center Inc (AKA Pain Clinic of Michigan),Rochester Hills,12,9,75.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.0,15.0,548.0,Low
Lakeland Health & Rehabilitation Center (AKA the Lakeland Center),Southfield,12,9,75.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.0,15.0,548.0,Low
Great Lakes Orthopaedic Center PC,Traverse City,28,21,75.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.0,15.0,548.0,Low
The Lodge at Taylor (FKA Tendercare Health & Rehab - Taylor),Taylor,20,15,75.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.0,15.0,548.0,Low
Michigan Neurology & Spine Center (AKA Mawan Shuayto MD PC),Port Huron,12,9,75.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.0,15.0,548.0,Low
University Pediatricians,Detroit,341,254,74.49,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.897999999999998,14.897999999999998,549.0,Low
Optalis Health & Rehabilitation of Ann Arbor (FKA ProMedica Skilled Nursing and Rehabilitation - Ann Arbor),Ann Arbor,31,23,74.19,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.838000000000001,14.838000000000001,550.0,Low
Oaklawn Medical Group,Marshall,210,155,73.81,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.762,14.762,551.0,Low
Select Specialty Hospital - Northwest Detroit,Detroit,42,31,73.81,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.762,14.762,551.0,Low
UnaSource Surgery Center,Troy,99,73,73.74,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.748,14.748,552.0,Low
Forest Health Medical Center,Ypsilanti,38,28,73.68,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.736000000000002,14.736000000000002,553.0,Low
Grand Rapids Ophthalmology Surgical Center,Grand Rapids,15,11,73.33,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.665999999999999,14.665999999999999,554.0,Low
Lahser Hills Care Centre,Southfield,15,11,73.33,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.665999999999999,14.665999999999999,554.0,Low
Regency Heights Nursing & Rehab Center (AKA Regency Heights Detroit),Detroit,15,11,73.33,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.665999999999999,14.665999999999999,554.0,Low
West Michigan Surgical Center,Zeeland,30,22,73.33,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.665999999999999,14.665999999999999,554.0,Low
MediLodge of Yale,Yale,11,8,72.73,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.546000000000001,14.546000000000001,555.0,Low
Glacier Hills Care & Rehabilitation Center,Ann Arbor,11,8,72.73,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.546000000000001,14.546000000000001,555.0,Low
Great Lakes Eye Care,Saint Joseph,11,8,72.73,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.546000000000001,14.546000000000001,555.0,Low
Spectrum Health Pennock Family Medicine - Middleville,Middleville,11,8,72.73,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.546000000000001,14.546000000000001,555.0,Low
Hackley Community Care Center,Muskegon,11,8,72.73,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.546000000000001,14.546000000000001,555.0,Low
Fountain View of Monroe (FKA Frenchtown Convalescent Center),Monroe,11,8,72.73,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.546000000000001,14.546000000000001,555.0,Low
Michigan Headache & Neurological Institute (MHNI),Ann Arbor,11,8,72.73,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.546000000000001,14.546000000000001,555.0,Low
Optalis Health and Rehab of Sterling Heights (ProMedica Skilled Nursing and Rehabilitation - Sterling Heights),Sterling Heights,11,8,72.73,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.546000000000001,14.546000000000001,555.0,Low
Willowbrook Manor Nursing & Rehabilitation,Flint,11,8,72.73,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.546000000000001,14.546000000000001,555.0,Low
The Gilbert Residence,Ypsilanti,11,8,72.73,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.546000000000001,14.546000000000001,555.0,Low
Great Lakes Bay Health Centers Davenport,Saginaw,11,8,72.73,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.546000000000001,14.546000000000001,555.0,Low
Riverview Health & Rehab Center North,Detroit,11,8,72.73,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.546000000000001,14.546000000000001,555.0,Low
Novi Surgery Center,Novi,68,49,72.06,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.412,14.412,556.0,Low
Town Center ASC,Troy,50,36,72.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.399999999999999,14.399999999999999,557.0,Low
Bellin Health - Daggett,Daggett,14,10,71.43,0,0,0.0,0.0,0.0,0.0,0,0.0,3003062.8054,3641.0,5,"ELIQUIS: $0.8M, OZEMPIC: $0.7M, JARDIANCE: $0.7M",9,0.0,0.0,0.10713501901662051,14.286000000000001,14.393135019016622,558.0,Low
TruVista Surgery Center (FKA Birmingham Ambulatory Surgical Center),Troy,53,38,71.7,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.340000000000002,14.340000000000002,559.0,Low
Corewell Health Rehabilitation and Nursing Center - Kentridge (FKA Spectrum Health Rehab and Nursing Center - Kalamazoo Avenue),Grand Rapids,28,20,71.43,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.286000000000001,14.286000000000001,560.0,Low
Thunder Bay Community Health Services Inc - Onaway,Onaway,14,10,71.43,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.286000000000001,14.286000000000001,560.0,Low
Emmaus Health Partners,Ann Arbor,14,10,71.43,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.286000000000001,14.286000000000001,560.0,Low
Michigan Orthopedic Center,Lansing,28,20,71.43,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.286000000000001,14.286000000000001,560.0,Low
Foot and Ankle Specialty Clinic,Dearborn,14,10,71.43,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.286000000000001,14.286000000000001,560.0,Low
Mission Point Nursing & Physical Rehabilitation Center of Clawson (FKA Cambridge North Healthcare Center),Clawson,14,10,71.43,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.286000000000001,14.286000000000001,560.0,Low
The Samaritan Center,Detroit,14,10,71.43,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.286000000000001,14.286000000000001,560.0,Low
The Willows at East Lansing - Skilled Nursing,East Lansing,14,10,71.43,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.286000000000001,14.286000000000001,560.0,Low
Michigan Head & Spine Institute,Southfield,52,37,71.15,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.23,14.23,561.0,Low
Surgeons Choice Medical Center (FKA Oakland Regional Hospital),Southfield,193,137,70.98,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.196,14.196,562.0,Low
Southern Michigan Pain Consultants PC,Portage,17,12,70.59,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.118000000000002,14.118000000000002,563.0,Low
Henry Ford St John Hospital at 23 Mile Imaging (FKA Ascension St John Hospital at 23 Mile Imaging),Macomb,37,26,70.27,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.054,14.054,564.0,Low
Grace Health Inc,Battle Creek,37,26,70.27,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.054,14.054,564.0,Low
Lourdes Rehabilitation and Healthcare Center,Waterford,10,7,70.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1289541.6085,297.0,7,"STELARA: $1.2M, ELIQUIS: $0M, ENBREL: $0M",2,0.0,0.0,0.04600472041442004,14.0,14.04600472041442,565.0,Low
Michigan Eye Surgery Center - Flint,Flint,10,7,70.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.0,14.0,566.0,Low
JC Center for Psychiatric Services (AKA Hany Mekhael MD PLLC),Sterling Heights,10,7,70.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.0,14.0,566.0,Low
Mission Point Nursing & Physical Rehabilitation Center of Superior Woods (FKA Superior Woods Healthcare Center),Ypsilanti,10,7,70.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.0,14.0,566.0,Low
Westlake Health Campus - Skilled Nursing,Commerce Township,10,7,70.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.0,14.0,566.0,Low
Regency at Chene,Detroit,10,7,70.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.0,14.0,566.0,Low
Vision Institute of Michigan - Sterling Heights (FKA Surgery Center of Michigan),Sterling Heights,10,7,70.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.0,14.0,566.0,Low
Family Practice & Orthopedic Care Center PC,Coldwater,10,7,70.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.0,14.0,566.0,Low
Grand Health Partners (AKA Midwest Institute of Health PC),Grand Rapids,20,14,70.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.0,14.0,566.0,Low
Pediatric Neurosurgery Group PC,Detroit,10,7,70.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14.0,14.0,566.0,Low
Lakes Surgery Center,West Bloomfield,79,55,69.62,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.924000000000001,13.924000000000001,567.0,Low
Clio Urgent Care,Clio,13,9,69.23,0,0,0.0,0.0,0.0,0.0,0,0.0,1044526.30439,1198.0,5,"TRULICITY: $0.4M, OZEMPIC: $0.3M, ELIQUIS: $0.2M",7,0.0,0.0,0.03726373796876935,13.846,13.88326373796877,568.0,Low
Waterford Surgical Center,Waterford,49,34,69.39,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.878,13.878,569.0,Low
MediLodge of Richmond,Richmond,13,9,69.23,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.846,13.846,570.0,Low
Regency at Westland,Westland,13,9,69.23,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.846,13.846,570.0,Low
Lakeland Ear Nose & Throat,Niles,13,9,69.23,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.846,13.846,570.0,Low
St Clair Orthopaedics and Sports Medicine,Saint Clair Shores,26,18,69.23,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.846,13.846,570.0,Low
Oakland Integrated Healthcare Network - Family Medicine Center,Pontiac,29,20,68.97,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.794,13.794,571.0,Low
Covenant Community Care Inc Service Site,Detroit,16,11,68.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.75,13.75,572.0,Low
Martha T Berry Memorial Care Facility,Mount Clemens,16,11,68.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.75,13.75,572.0,Low
Thunder Bay Community Health Service,Rogers City,16,11,68.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.75,13.75,572.0,Low
MiOrtho Surgery Center (FKA Fountain View Surgery Center),Southfield,41,28,68.29,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.658000000000001,13.658000000000001,573.0,Low
Genesys Ambulatory Surgery Center,Westland,22,15,68.18,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.636000000000001,13.636000000000001,574.0,Low
Mt Pleasant Surgery Center,Mount Pleasant,22,15,68.18,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.636000000000001,13.636000000000001,574.0,Low
Dearborn Surgery Center,Dearborn,78,53,67.95,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.59,13.59,575.0,Low
Mycare Health Center,Center Line,18,12,66.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.334000000000001,13.334000000000001,576.0,Low
The Colon & Digestive Disease Center (AKA Charter Endoscopy Center),Flint,12,8,66.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.334000000000001,13.334000000000001,576.0,Low
NeuroPain Consultants,Bloomfield Hills,18,12,66.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.334000000000001,13.334000000000001,576.0,Low
The Rivers Grosse Pointe - Skilled Nursing,Grosse Pointe Woods,12,8,66.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.334000000000001,13.334000000000001,576.0,Low
MediLodge of Milford,Milford,12,8,66.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.334000000000001,13.334000000000001,576.0,Low
Grand Rapids Surgical Suites,Grand Rapids,30,20,66.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.334000000000001,13.334000000000001,576.0,Low
