Facility_Name,City,total_providers,bcbsmi_providers,bcbsmi_coverage_pct,providers_analyzed,providers_with_payments,payment_penetration_pct,total_payments,avg_payment_per_provider,max_provider_payment,total_transactions,avg_manufacturers_per_provider,total_rx_cost,total_rx_count,unique_drugs,top_drugs,max_drug_prescribers,payment_intensity_score,payment_penetration_score,prescription_volume_score,provider_concentration_score,composite_risk_score,risk_rank,risk_category
Center for Digestive Health (AKA Troy Gastroenterology PC),Rochester Hills,61,22,36.07,22,21,95.45,273520.2,13024.771428571,235676.54,1803,15.09090909090909,24289482.35653,2238.0,7,"STELARA: $23.9M, TRULICITY: $0.1M, OZEMPIC: $0.1M",19,1.210385364345203,28.635,0.24512566720740053,7.214,37.30451103155261,899.0,Medium
Development Centers Inc,Detroit,28,10,35.71,10,10,100.0,12111.69,1211.169,3675.94,563,7.699999999999999,0.0,0.0,0,0,0,0.1125533172991316,30.0,0.0,7.142,37.254553317299134,900.0,Medium
SKLD - Plymouth (FKA Heartland Health Care Center Plymouth),Plymouth,14,12,85.71,12,8,66.67,1928.9,241.1125,481.59,56,2.833333333333333,1803094.41452,4094.0,6,"ELIQUIS: $0.8M, JARDIANCE: $0.4M, TRULICITY: $0.3M",11,0.022406461622851034,20.001,0.018196547580122836,17.142,37.18360300920297,901.0,Medium
Get Well Urgent Care of Detroit,Detroit,14,12,85.71,12,8,66.67,2011.18,251.3975,1356.66,22,1.3333333333333335,0.0,0.0,0,0,0,0.023362241426017703,20.001,0.0,17.142,37.166362241426015,902.0,Medium
IEP Urgent Care Novi (FKA Healthy Urgent Care - Novi),Novi,21,21,100.0,21,12,57.14,1991.89,165.990833333,773.68,47,1.2380952380952384,0.0,0.0,0,0,0,0.015425443462370998,17.142,0.0,20.0,37.15742544346237,903.0,Medium
Get Well Urgent Care - Sterling Heights,Sterling Heights,14,12,85.71,12,8,66.67,895.88,111.985,523.33,49,1.5833333333333333,0.0,0.0,0,0,0,0.010406708921499188,20.001,0.0,17.142,37.1534067089215,904.0,Medium
Henry Ford St John Hospital Health Center at 12 Mile - Ambulatory Surgery (FKA Ascension St John Hospital Health Center at 12 Mile - Ambulatory Surgery),Saint Clair Shores,54,29,53.7,29,25,86.21,147980.68,5919.2272,99073.2,1255,10.551724137931034,0.0,0.0,0,0,0,0.5500707640364394,25.863,0.0,10.74,37.15307076403644,905.0,Medium
Alcona Citizens for Health Inc,Alpena,36,28,77.78,28,20,71.43,5590.15,279.5075,3236.42,279,2.392857142857143,12726613.35048,15181.0,7,"TRULICITY: $4M, OZEMPIC: $2.8M, ELIQUIS: $2.8M",22,0.02597448938586359,21.429000000000002,0.12843499680380555,15.556000000000001,37.13940948618967,906.0,Medium
Rivergate Health Care Center,Riverview,16,13,81.25,13,9,69.23,8423.43,935.936666667,3652.29,430,7.076923076923077,3198330.42524,6202.0,7,"ELIQUIS: $1.3M, TRULICITY: $0.9M, XARELTO: $0.4M",9,0.08697611697068074,20.769000000000002,0.03227705176787824,16.25,37.13825316873856,907.0,Medium
Optalis Health & Rehabilitation of Canton (FKA ProMedica Skilled Nursing and Rehabilitation - Canton),Canton,23,15,65.22,15,12,80.0,7792.11,649.3425,3642.28,116,3.066666666666667,1644647.38088,5086.0,6,"ELIQUIS: $1.1M, XARELTO: $0.2M, JARDIANCE: $0.1M",14,0.06034306726667488,24.0,0.016597524831595763,13.044,37.12094059209827,908.0,Medium
Spectrum Health Pennock Family Internal & Pediatric Medicine,Hastings,41,24,58.54,24,19,79.17,334481.28,17604.277894737,307363.88,379,3.0833333333333335,2398962.56368,3108.0,5,"TRULICITY: $1.1M, ELIQUIS: $0.5M, OZEMPIC: $0.3M",9,1.6359565640372415,23.751,0.02420995599642926,11.708,37.11916652003367,909.0,Medium
Thunder Bay Community Health Services Inc - Hillman,Hillman,55,28,50.91,28,25,89.29,4674.62,186.9848,2048.98,172,2.6428571428571423,12227554.48176,13565.0,7,"TRULICITY: $3.9M, OZEMPIC: $2.8M, ELIQUIS: $2.4M",23,0.017376402074784494,26.787,0.12339857254514394,10.182,37.10977497461993,910.0,Medium
Hematology Oncology Consultants PC,Royal Oak,52,51,98.08,51,29,56.86,86982.77,2999.405862069,26646.57,3049,13.019607843137253,5351823.28705,9250.0,7,"ELIQUIS: $3.7M, XARELTO: $1M, OZEMPIC: $0.5M",47,0.2787332566324992,17.058,0.05400976582201848,19.616,37.006743022454515,911.0,Medium
Trinity Health IHA Medical Group (FKA IHA Medical Group),Ann Arbor,1407,1249,88.77,1249,648,51.88,9845433.2,15193.569753086,4442860.9,12997,2.5380304243394707,224547420.41614,284023.0,8,"ELIQUIS: $80.2M, TRULICITY: $43.9M, JARDIANCE: $33M",822,1.4119306862424459,15.564000000000002,2.266097541366886,17.753999999999998,36.99602822760933,912.0,Medium
Premier Radiology,Kalamazoo,297,266,89.56,266,164,61.65,209714.82,1278.748902439,66794.73,5124,4.2894736842105265,36540104.53299,55919.0,8,"ELIQUIS: $10.4M, OZEMPIC: $7.7M, TRULICITY: $6.6M",246,0.11883348315729103,18.494999999999997,0.3687570353292997,17.912000000000003,36.894590518486595,913.0,Medium
Walker Surgical Center LLC,Walker,33,19,57.58,19,16,84.21,19350.7,1209.41875,4518.08,406,6.368421052631579,0.0,0.0,0,0,0,0.11239066745951151,25.262999999999998,0.0,11.516,36.89139066745951,914.0,Medium
Alcona Health Center Cheboygan Campus,Cheboygan,18,11,61.11,11,9,81.82,4705.52,522.835555556,2852.4,227,4.7272727272727275,3741251.88219,4459.0,6,"TRULICITY: $1.4M, OZEMPIC: $0.8M, ELIQUIS: $0.6M",9,0.04858684145628084,24.546,0.03775613042515989,12.222,36.85434297188144,915.0,Medium
Get Well Urgent Care - Madison Heights,Madison Heights,16,15,93.75,15,9,60.0,1188.68,132.075555556,523.33,51,1.4666666666666668,0.0,0.0,0,0,0,0.012273714000237416,18.0,0.0,18.75,36.76227371400024,916.0,Medium
Breton Woods Rehabilitation & Living Center,Grand Rapids,29,28,96.55,28,16,57.14,13263.24,828.9525,8755.89,722,3.9285714285714297,19116000.41478,26007.0,7,"TRULICITY: $6.6M, ELIQUIS: $5.1M, JARDIANCE: $2.7M",27,0.077034132939671,17.142,0.19291569442401696,19.310000000000002,36.72194982736369,917.0,Medium
Anesthesia Management Services PC,Commerce Township,181,96,53.04,96,83,86.46,85408.86,1029.022409639,19706.23,1489,5.541666666666666,0.0,0.0,0,0,0,0.09562652757791466,25.938,0.0,10.608,36.64162652757791,918.0,Medium
Optimal Rehabilitation & Wellness LLC,Frankenmuth,33,15,45.45,15,13,86.67,210081.7,16160.130769231,106129.96,1117,11.0,2595042.33257,3617.0,5,"TRULICITY: $1.3M, ELIQUIS: $0.6M, OZEMPIC: $0.3M",9,1.5017527083872824,26.001,0.026188762439050405,9.09,36.618941470826336,919.0,Medium
Central Michigan University Health,Saginaw,129,100,77.52,100,69,69.0,144370.86,2092.331304348,56732.04,1066,3.0500000000000007,20253761.66247,20186.0,8,"TRULICITY: $7.6M, OZEMPIC: $4.4M, JARDIANCE: $2.8M",58,0.19443928072233213,20.7,0.20439780346483638,15.504,36.602837084187165,920.0,Medium
Family Health Care - Cadillac (FKA Great Lakes Family Care - Cadillac),Cadillac,16,10,62.5,10,8,80.0,1785.13,223.14125,784.19,79,4.1,6686606.38188,8923.0,6,"TRULICITY: $2.5M, JARDIANCE: $1.4M, ELIQUIS: $1.1M",9,0.020736402528280407,24.0,0.06748018861221025,12.5,36.588216591140494,921.0,Medium
Aspirus Keweenaw Hospital,Laurium,203,151,74.38,151,106,70.2,214565.13,2024.199339623,57862.84,2309,4.516556291390729,41426094.06965,48555.0,8,"ELIQUIS: $14.4M, JARDIANCE: $6.3M, STELARA: $6.3M",114,0.1881078119975661,21.060000000000002,0.41806567960430524,14.875999999999998,36.54217349160187,922.0,Medium
Critical Care Medicine Associates Pc (AKA Ccma Beaumont Pllc),Dearborn,20,18,90.0,18,11,61.11,24659.89,2241.808181818,9526.49,276,3.944444444444444,0.0,0.0,0,0,0,0.2083300906908537,18.333,0.0,18.0,36.54133009069085,923.0,Medium
Northwestern Michigan Emergency Physicians,Traverse City,49,48,97.96,48,27,56.25,5551.33,205.604814815,2674.05,213,1.1875,1306001.71445,1434.0,7,"STELARA: $0.6M, ELIQUIS: $0.3M, ENBREL: $0.2M",48,0.019106750552649453,16.875,0.013179965588789096,19.592,36.49928671614144,924.0,Medium
Center for Family Health Inc,Jackson,48,39,81.25,39,26,66.67,5936.06,228.31,3358.65,144,1.666666666666667,11941529.51987,13691.0,6,"JARDIANCE: $3.6M, TRULICITY: $2.9M, OZEMPIC: $2.3M",24,0.02121673182897245,20.001,0.12051205324464478,16.25,36.392728785073615,925.0,Medium
Capital Area Anesthesia PC,Lansing,38,12,31.58,12,12,100.0,6540.94,545.078333333,1738.2,178,8.333333333333334,0.0,0.0,0,0,0,0.05065385144807287,30.0,0.0,6.315999999999999,36.36665385144807,926.0,Medium
Community Health and Social Services Center (AKA CHASS),Detroit,21,15,71.43,15,11,73.33,3175.4,288.672727273,1044.99,44,2.1333333333333333,3337828.45003,4443.0,5,"JARDIANCE: $1.4M, TRULICITY: $1.1M, ELIQUIS: $0.4M",12,0.026826209280755742,21.999,0.03368484407480529,14.286000000000001,36.345511053355565,927.0,Medium
Family Medical Center - Temperance,Temperance,56,24,42.86,24,22,91.67,37243.97,1692.907727273,4863.68,1713,16.041666666666668,9590690.22181,13048.0,6,"TRULICITY: $3.5M, JARDIANCE: $3M, OZEMPIC: $1.4M",16,0.1573210514683828,27.501,0.09678774973846424,8.572,36.32710880120685,928.0,Medium
Corewell Health Helen DeVos Childrens Hospital (FKA Spectrum Health Hospitals Helen DeVos Childrens Hospital),Grand Rapids,299,263,87.96,263,161,61.22,555580.92,3450.813167702,460317.36,1381,1.6730038022813685,4560252.16341,8262.0,6,"ELIQUIS: $2.1M, TRULICITY: $0.9M, XARELTO: $0.6M",232,0.32068230726214475,18.366,0.04602135351350328,17.592,36.32470366077565,929.0,Medium
Saginaw County Mental Health,Saginaw,22,10,45.45,10,9,90.0,18590.82,2065.646666667,5083.2,899,8.6,0.0,0.0,0,0,0,0.19195949095565054,27.0,0.0,9.09,36.28195949095565,930.0,Medium
Autumn Woods Health Care,Warren,20,13,65.0,13,10,76.92,13891.57,1389.157,5473.58,684,9.692307692307692,5642076.87232,9448.0,5,"ELIQUIS: $2.1M, OZEMPIC: $1.7M, XARELTO: $0.7M",11,0.12909365133958162,23.076,0.05693895973007726,13.0,36.26203261106966,931.0,Medium
Northland Radiology,Southfield,15,12,80.0,12,8,66.67,17695.95,2211.99375,7471.72,329,8.666666666666666,1939310.36758,2558.0,5,"ELIQUIS: $1.1M, XARELTO: $0.7M, JARDIANCE: $0.1M",5,0.20555945075166715,20.001,0.01957121773109655,16.0,36.22613066848277,932.0,Medium
Pine Ridge (FKA Lakeland Continuing Care Center),Stevensville,11,10,90.91,10,6,60.0,2026.9,337.816666667,1584.27,58,2.7,0.0,0.0,0,0,0,0.03139313049814338,18.0,0.0,18.182000000000002,36.21339313049815,933.0,Medium
Insight Physicians,Flint,51,19,37.25,19,18,94.74,55875.65,3104.202777778,23130.48,1225,11.578947368421053,0.0,0.0,0,0,0,0.28847198054779544,28.421999999999997,0.0,7.45,36.1604719805478,934.0,Medium
CNS Healthcare,Waterford,33,16,48.48,16,14,87.5,30542.61,2181.615,12316.86,852,7.25,0.0,0.0,0,0,0,0.20273636901171097,26.25,0.0,9.696,36.14873636901171,935.0,Medium
MediLodge of Howell,Howell,15,12,80.0,12,8,66.67,8447.43,1055.92875,5482.47,353,7.666666666666666,2933100.61916,7284.0,5,"ELIQUIS: $1.5M, XARELTO: $0.5M, JARDIANCE: $0.4M",10,0.0981269200615483,20.001,0.02960039393613277,16.0,36.128727313997686,936.0,Medium
Aspirus Ironwood Hospital,Ironwood,272,204,75.0,204,136,66.67,638225.06,4692.831323529,160595.9,3488,4.421568627450981,68192520.60945,81408.0,8,"ELIQUIS: $19.8M, JARDIANCE: $13.9M, TRULICITY: $11M",143,0.4361024208747608,20.001,0.6881882811492677,15.0,36.12529070202403,937.0,Medium
Main Street Internal Medicine and Pediatrics,Fremont,13,11,84.62,11,7,63.64,1678.96,239.851428571,1189.15,74,2.8181818181818183,6345447.42337,7973.0,5,"TRULICITY: $2.7M, ELIQUIS: $1.4M, JARDIANCE: $0.9M",6,0.022289270898282372,19.092,0.06403726561776187,16.924,36.102326536516046,938.0,Medium
Regency at St Clair Shores (FKA St Marys Nursing and Rehabilitation Center),Saint Clair Shores,15,12,80.0,12,8,66.67,3815.92,476.99,2766.47,197,4.416666666666667,0.0,0.0,0,0,0,0.04432643736630708,20.001,0.0,16.0,36.04532643736631,939.0,Medium
Pontiac VA Clinic,Pontiac,26,17,65.38,17,13,76.47,3177.95,244.457692308,1441.36,145,2.823529411764706,0.0,0.0,0,0,0,0.022717328637502945,22.941,0.0,13.075999999999999,36.0397173286375,940.0,Medium
Hegira Health Inc,Livonia,69,20,28.99,20,20,100.0,26519.89,1325.9945,4041.43,983,9.15,0.0,0.0,0,0,0,0.12322399243656612,30.0,0.0,5.798,35.921223992436566,941.0,Medium
Covenant HealthCare - State Street MedExpress,Saginaw,49,43,87.76,43,26,60.47,20694.54,795.943846154,5645.58,1019,5.325581395348837,14051092.89778,14661.0,6,"OZEMPIC: $6.5M, TRULICITY: $2.8M, STELARA: $1.9M",17,0.07396665557693628,18.141000000000002,0.14180143779949786,17.552,35.90876809337644,942.0,Medium
St Clair Medical PC,East China,68,19,27.94,19,19,100.0,31425.26,1653.961052632,5232.51,1646,16.157894736842103,9153892.32378,8318.0,7,"OZEMPIC: $2.6M, TRULICITY: $1.8M, STELARA: $1.7M",10,0.15370175686241572,30.0,0.09237965348438294,5.588000000000001,35.8340814103468,943.0,Medium
Mary Free Bed Rehabilitation Physicians,Grand Rapids,120,63,52.5,63,53,84.13,31898.09,601.850754717,3971.59,1132,4.571428571428571,1425764.10528,2392.0,5,"ELIQUIS: $0.6M, TRULICITY: $0.4M, XARELTO: $0.2M",40,0.05592968360516519,25.238999999999997,0.014388588956205772,10.5,35.80931827256137,944.0,Medium
Get Well Urgent Care,Madison Heights,49,47,95.92,47,26,55.32,2756.69,106.026538462,523.33,94,1.148936170212766,0.0,0.0,0,0,0,0.009852992130447581,16.596,0.0,19.184,35.78985299213045,945.0,Medium
Childrens Healthcenter,Dearborn,17,10,58.82,10,8,80.0,448.74,56.0925,134.51,19,1.4,0.0,0.0,0,0,0,0.005212647409735172,24.0,0.0,11.764000000000001,35.76921264740974,946.0,Medium
Michigan Visiting Nurses,Ann Arbor,441,426,96.6,426,166,38.97,6907375.46,41610.695542169,4317704.69,5691,1.5422535211267603,85223942.9136,94293.0,8,"ELIQUIS: $21.5M, JARDIANCE: $17.9M, OZEMPIC: $17.8M",241,3.86686070927782,11.690999999999999,0.8600667384385563,19.32,35.73792744771637,947.0,Medium
Martha T Berry Memorial Care Facility,Mount Clemens,16,11,68.75,11,8,72.73,12354.06,1544.2575,5061.8,482,8.454545454545455,2258375.21879,3148.0,5,"JARDIANCE: $0.7M, ELIQUIS: $0.5M, TRULICITY: $0.4M",11,0.14350706168095756,21.819000000000003,0.0227911704409679,13.75,35.73529823212193,948.0,Medium
Michigan Sports and Spine Center,Livonia,20,11,55.0,11,9,81.82,8687.86,965.317777778,3855.19,188,6.363636363636363,0.0,0.0,0,0,0,0.08970648863762187,24.546,0.0,11.0,35.635706488637624,949.0,Medium
Baraga County Homecare & Hospice - Home Health,Lanse,10,10,100.0,10,5,50.0,28543.01,5708.602,27022.49,63,1.6,1533114.591,1986.0,8,"OZEMPIC: $0.6M, ELIQUIS: $0.4M, JARDIANCE: $0.3M",8,0.5304974716496683,15.0,0.01547195331329258,20.0,35.54596942496296,950.0,Medium
Southgate Surgery Center,Southgate,54,27,50.0,27,22,81.48,217491.42,9885.973636364,178204.45,1714,13.25925925925926,0.0,0.0,0,0,0,0.9186984867549673,24.444000000000003,0.0,10.0,35.362698486754965,951.0,Medium
East Paris Surgical Center LLC,Grand Rapids,31,14,45.16,14,12,85.71,73939.09,6161.590833333,52927.26,323,5.071428571428571,0.0,0.0,0,0,0,0.5725934928416677,25.713,0.0,9.031999999999998,35.31759349284167,952.0,Medium
Lake Michigan Emergency Specialists PLLC (FKA West Michigan Emergency Services PLC),Muskegon,74,71,95.95,71,38,53.52,5351.91,140.839736842,1024.39,185,1.112676056338028,1475031.8754,2249.0,5,"TRULICITY: $0.8M, ELIQUIS: $0.5M, JARDIANCE: $0.2M",68,0.013088164896148944,16.056,0.014885791607345806,19.19,35.2739739565035,953.0,Medium
MyHealth Urgent Care - Howell (FKA Ascension Michigan Urgent Care - Howell),Howell,10,10,100.0,10,5,50.0,14561.39,2912.278,8308.12,570,5.199999999999999,0.0,0.0,0,0,0,0.27063650885820256,15.0,0.0,20.0,35.2706365088582,954.0,Medium
Bay Area Family Physicians PC,Chesterfield,12,12,100.0,12,6,50.0,11737.48,1956.246666667,11568.73,464,4.0,7323656.86782,8724.0,5,"ELIQUIS: $2.6M, XARELTO: $2M, TRULICITY: $1.6M",11,0.18179300476542856,15.0,0.07390920274757572,20.0,35.255702207513,955.0,Medium
University of Michigan Health Physicians (FKA University of Michigan Medical Group),Ann Arbor,4903,3582,73.06,3582,1683,46.98,23004701.33,13668.865912062,4317704.69,33252,1.754048017867112,522995146.66062,501375.0,8,"STELARA: $119M, ELIQUIS: $111.1M, TRULICITY: $88.8M",1752,1.2702407361149417,14.094,5.277985441997348,14.612,35.25422617811229,956.0,Medium
Park East - Urgent Care (FKA Metro Health Urgent Care - Park East),Grand Rapids,26,25,96.15,25,11,44.0,331995.16,30181.378181818,242734.99,1515,8.96,0.0,0.0,0,0,0,2.8047400775806257,13.2,0.0,19.23,35.234740077580625,957.0,Medium
UP Health System - Portage Dialysis Center (FKA Portage Health),Hancock,37,31,83.78,31,19,61.29,13773.33,724.912105263,7051.05,171,2.129032258064516,1698402.8642,2102.0,8,"ELIQUIS: $0.9M, XARELTO: $0.4M, ENBREL: $0.3M",22,0.0673657121323679,18.387,0.017140016784345378,16.756,35.22750572891671,958.0,Medium
OSF Home Health - Escanaba,Escanaba,16,16,100.0,16,8,50.0,1416.52,177.065,825.42,54,2.0,8497974.73382,10224.0,5,"OZEMPIC: $2.3M, JARDIANCE: $2M, ELIQUIS: $1.9M",15,0.016454560121313157,15.0,0.08576023547818612,20.0,35.1022147955995,959.0,Medium
Cruz Clinic,Livonia,33,11,33.33,11,10,90.91,123820.83,12382.083,110680.06,753,11.454545454545455,0.0,0.0,0,0,0,1.150660656541889,27.273,0.0,6.6659999999999995,35.08966065654189,960.0,Medium
Trinity Health IHA Urgent Care - Schoolcraft Campus (FKA IHA Urgent Care - Livonia),Livonia,10,10,100.0,10,5,50.0,838.24,167.648,411.86,38,1.9,4118046.01639,5521.0,5,"JARDIANCE: $1M, ELIQUIS: $1M, TRULICITY: $0.9M",10,0.015579443115341304,15.0,0.041558678054207224,20.0,35.057138121169544,961.0,Medium
Heart to Heart Hospice - Lansing,East Lansing,16,16,100.0,16,8,50.0,1527.89,190.98625,490.41,51,1.4375,1199052.89865,4311.0,5,"ELIQUIS: $0.8M, XARELTO: $0.3M, TRULICITY: $0.1M",15,0.017748254781967895,15.0,0.01210065482188144,20.0,35.02984890960385,962.0,Medium
Mercy Home Health Care - Madison Heights,Troy,18,16,88.89,16,9,56.25,26012.75,2890.305555556,11828.44,1278,8.6875,4201513.22754,5148.0,5,"ELIQUIS: $1.1M, JARDIANCE: $1.1M, TRULICITY: $0.9M",11,0.26859462080513724,16.875,0.042401016129706974,17.778,34.96399563693484,963.0,Medium
Blue Water Chiropractic,Fort Gratiot,18,17,94.44,17,9,52.94,4865.2,540.577777778,4250.94,100,1.8823529411764706,0.0,0.0,0,0,0,0.050235617116279135,15.882,0.0,18.888,34.82023561711628,964.0,Medium
MediLodge of Marshall,Marshall,12,10,83.33,10,6,60.0,8077.68,1346.28,6054.52,426,8.700000000000001,2677654.33152,5807.0,8,"OZEMPIC: $0.8M, XARELTO: $0.6M, ELIQUIS: $0.5M",9,0.12510911360303548,18.0,0.027022469846425912,16.665999999999997,34.81813158344946,965.0,Medium
Spectrum Health Big Rapids Hospital Family Medicine - Big Rapids,Big Rapids,30,27,90.0,27,15,55.56,4132.31,275.487333333,1636.92,99,1.4444444444444444,12263651.94967,14746.0,6,"TRULICITY: $5.6M, JARDIANCE: $2.2M, ELIQUIS: $1.8M",19,0.02560089734836408,16.668,0.1237628625607176,18.0,34.817363759909085,966.0,Medium
McLaren Hospice - Port Huron,Port Huron,14,13,92.86,13,7,53.85,3041.42,434.488571429,1402.17,180,4.153846153846153,0.0,0.0,0,0,0,0.0403768012910623,16.155,0.0,18.572,34.767376801291064,967.0,Medium
Boulder Park Terrace,Charlevoix,12,10,83.33,10,6,60.0,984.73,164.121666667,289.62,56,1.6,4209689.20366,5773.0,5,"ELIQUIS: $1.7M, OZEMPIC: $0.8M, XARELTO: $0.6M",9,0.01525174275764419,18.0,0.04248352680540064,16.665999999999997,34.72373526956304,968.0,Medium
Faith Hospice,Byron Center,12,10,83.33,10,6,60.0,1459.12,243.186666667,888.59,60,1.7,0.0,0.0,0,0,0,0.022599212873091204,18.0,0.0,16.665999999999997,34.688599212873086,969.0,Medium
Covenant Breast Health Center - State Street,Saginaw,19,10,52.63,10,8,80.0,8471.6,1058.95,4089.18,94,2.5,0.0,0.0,0,0,0,0.09840768328277506,24.0,0.0,10.526,34.624407683282776,970.0,Medium
Basha Diagnostics,Royal Oak,29,23,79.31,23,14,60.87,28191.78,2013.698571429,15033.5,62,1.3043478260869565,0.0,0.0,0,0,0,0.1871319809662039,18.261,0.0,15.862,34.310131980966204,971.0,Medium
Regency Heights Nursing & Rehab Center (AKA Regency Heights Detroit),Detroit,15,11,73.33,11,7,63.64,19014.72,2716.388571429,10928.21,947,9.727272727272728,3166561.14898,7133.0,6,"ELIQUIS: $1.3M, TRULICITY: $0.7M, JARDIANCE: $0.4M",9,0.2524326041929599,19.092,0.03195644118731414,14.665999999999999,34.042389045380276,972.0,Medium
Michigan Urgent Care - Ann Arbor,Ann Arbor,19,18,94.74,18,9,50.0,8240.5,915.611111111,6773.58,124,2.9999999999999996,0.0,0.0,0,0,0,0.0850872734618264,15.0,0.0,18.947999999999997,34.033087273461824,973.0,Medium
John D Dingell VA Medical Center,Detroit,537,331,61.64,331,228,68.88,1833349.85,8041.008114035,680573.45,6956,4.770392749244713,18581039.45112,23182.0,8,"TRULICITY: $6.2M, OZEMPIC: $4.3M, JARDIANCE: $3.5M",118,0.7472467819634363,20.663999999999998,0.1875169518233202,12.328000000000001,33.92676373378676,974.0,Medium
Huron Medical Center PC,Port Huron,38,33,86.84,33,18,54.55,29321.22,1628.956666667,10285.64,1275,8.545454545454547,2194973.07814,3750.0,5,"ELIQUIS: $1.3M, XARELTO: $0.8M, JARDIANCE: $0.1M",23,0.15137811203053134,16.365,0.02215132592715386,17.368000000000002,33.90652943795769,975.0,Medium
Kresge Rehabilitation Center at Chelsea Retirement Community,Chelsea,21,18,85.71,18,10,55.56,2855.69,285.569,846.14,43,1.4444444444444442,4101336.88778,6089.0,5,"ELIQUIS: $1.7M, XARELTO: $0.9M, TRULICITY: $0.8M",16,0.026537781488624387,16.668,0.0413900521346071,17.142,33.87792783362323,976.0,Medium
MyMichigan Urgent Care Gladwin,Gladwin,35,33,94.29,33,16,48.48,33584.92,2099.0575,31700.74,314,1.7575757575757576,17028401.04835,19741.0,5,"ELIQUIS: $6M, TRULICITY: $5.1M, OZEMPIC: $3.1M",24,0.19506434265294265,14.543999999999999,0.17184796724701815,18.858,33.76891230989996,977.0,Medium
Oak Park Urgent Care PLLC,Oak Park,17,15,88.24,15,8,53.33,771.76,96.47,248.97,26,1.1333333333333333,0.0,0.0,0,0,0,0.008964907886386809,15.999,0.0,17.648,33.655964907886386,978.0,Medium
WMed Health,Kalamazoo,98,92,93.88,92,45,48.91,79709.55,1771.323333333,63116.06,459,1.9673913043478262,3451631.82911,5467.0,6,"TRULICITY: $1.1M, ELIQUIS: $0.8M, JARDIANCE: $0.7M",36,0.16460817373627012,14.673,0.03483333002514265,18.776,33.64844150376141,979.0,Medium
Forest Hills Pediatric Associates,Grand Rapids,14,13,92.86,13,3,23.08,262319.27,87439.756666667,150504.97,166,0.30769230769230765,0.0,0.0,0,0,0,8.125731980146641,6.9239999999999995,0.0,18.572,33.62173198014664,980.0,Medium
Southwestern Michigan Emergency Services PC,Kalamazoo,80,76,95.0,76,37,48.68,4043.8,109.291891892,1936.74,78,0.7894736842105263,0.0,0.0,0,0,0,0.010156439758896293,14.604000000000001,0.0,19.0,33.6141564397589,981.0,Medium
Baldwin Family Health Care,Baldwin,47,28,59.57,28,20,71.43,8073.79,403.6895,4821.17,147,2.714285714285714,16610078.33035,21278.0,6,"TRULICITY: $6.9M, JARDIANCE: $3.4M, ELIQUIS: $2.7M",21,0.0375146592951337,21.429000000000002,0.16762631962799446,11.914,33.54814097892313,982.0,Medium
McLaren Thumb Region Primary Care - Bad Axe,Bad Axe,13,11,84.62,11,6,54.55,12867.46,2144.576666667,10631.98,201,4.2727272727272725,0.0,0.0,0,0,0,0.19929441558996708,16.365,0.0,16.924,33.48829441558996,983.0,Medium
Cassopolis Family Clinic Network,Cassopolis,26,32,123.08,21,6,28.57,4124.09,687.348333333,3483.08,51,0.8095238095238095,23168067.48878,28401.0,5,"TRULICITY: $10.4M, JARDIANCE: $6.1M, OZEMPIC: $3M",14,0.06387492996985426,8.571,0.23380852328318608,24.616,33.48468345325304,984.0,Medium
Oakpointe Senior Care and Rehab,Detroit,13,10,76.92,10,6,60.0,1791.12,298.52,1054.24,82,3.2,2005606.22132,5670.0,5,"ELIQUIS: $1.1M, TRULICITY: $0.3M, OZEMPIC: $0.3M",10,0.027741311311746553,18.0,0.020240265146046207,15.384,33.431981576457794,985.0,Medium
MyHealth Urgent Care - Macomb on Romeo Plank (FKA Ascension Michigan Urgent Care Macomb),Macomb,11,10,90.91,10,5,50.0,7627.87,1525.574,5855.18,93,2.3,0.0,0.0,0,0,0,0.14177081355723717,15.0,0.0,18.182000000000002,33.32377081355724,986.0,Medium
Careline Medical Group (FKA Northview Medical House Calls),Saginaw,24,21,87.5,21,11,52.38,5975.96,543.269090909,3075.6,314,3.1904761904761902,2307716.14317,3649.0,7,"ELIQUIS: $0.8M, TRULICITY: $0.6M, XARELTO: $0.4M",21,0.05048571947258512,15.714000000000002,0.023289111353489073,17.5,33.28777483082607,987.0,Medium
Special Tree Rehabilitation Services LTD,Romulus,22,13,59.09,13,9,69.23,42537.47,4726.385555556,38741.34,140,3.5384615384615383,0.0,0.0,0,0,0,0.4392205985395324,20.769000000000002,0.0,11.818,33.02622059853953,988.0,Medium
Shared Services Home Health Care,Saline,80,80,100.0,80,32,40.0,150663.28,4708.2275,74664.3,940,2.375,45827157.77421,55912.0,7,"ELIQUIS: $14.8M, TRULICITY: $11.7M, JARDIANCE: $7.7M",72,0.4375331796999404,12.0,0.46248052802171147,20.0,32.900013707721655,989.0,Medium
Anesthesia Associates of Ann Arbor,Ann Arbor,210,67,31.9,67,59,88.06,12541.05,212.560169492,1781.77,370,2.477611940298507,0.0,0.0,0,0,0,0.019753108114549056,26.418000000000003,0.0,6.38,32.81775310811455,990.0,Medium
Regional Medical Imaging,Flint,20,18,90.0,18,8,44.44,118705.99,14838.24875,91733.4,124,1.0555555555555556,0.0,0.0,0,0,0,1.378910886690621,13.331999999999999,0.0,18.0,32.71091088669062,991.0,Medium
