AFFILIATED_NAME,total_amount,avg_provider_payment,max_single_payment,provider_count,transaction_count,payment_concentration,transaction_intensity,amount_score,concentration_score,intensity_score,risk_score,risk_category
Precision Eye Group (FKA Family Eye Care of Nepa PC),18.97,18.97,18.97,1,1,18.97,1.0,0.0001200926631063518,0.0001801389946595277,0.2767527675276753,0.2770529991854412,Low
Whatley Eye Care PC,18.96,18.96,18.96,1,1,18.96,1.0,0.00012002935648373381,0.0001800440347256007,0.2767527675276753,0.27705284091888466,Low
Galen Medical Group,18.95,18.95,18.95,1,1,18.95,1.0,0.0001199660498611158,0.00017994907479167372,0.2767527675276753,0.2770526826523281,Low
Eyetech Eyecare Center,18.95,18.95,18.95,1,1,18.95,1.0,0.0001199660498611158,0.00017994907479167372,0.2767527675276753,0.2770526826523281,Low
McLaren Northern Michigan,18.94,18.94,18.94,1,1,18.94,1.0,0.00011990274323849781,0.0001798541148577467,0.2767527675276753,0.27705252438577155,Low
CHI St Alexius Health Dickinson Medical Center (FKA St Josephs Hospital & Health Center - Critical Access),18.93,18.93,18.93,1,1,18.93,1.0,0.0001198394366158798,0.00017975915492381972,0.2767527675276753,0.277052366119215,Low
Federal Hill Eye Care (AKA South Baltimore Eye Associtate Inc),18.93,18.93,18.93,1,1,18.93,1.0,0.0001198394366158798,0.00017975915492381972,0.2767527675276753,0.277052366119215,Low
Hodges Eye Care and Surgical Center Inc,18.93,18.93,18.93,1,1,18.93,1.0,0.0001198394366158798,0.00017975915492381972,0.2767527675276753,0.277052366119215,Low
Houston Eye Doctor,18.91,18.91,18.91,1,1,18.91,1.0,0.00011971282337064378,0.0001795692350559657,0.2767527675276753,0.2770520495861019,Low
M Health Fairview Southdale Hospital,18.88,18.88,18.88,1,1,18.88,1.0,0.00011952290350278978,0.00017928435525418467,0.2767527675276753,0.2770515747864323,Low
Precision Eye Care Inc,18.87,18.87,18.87,1,1,18.87,1.0,0.00011945959688017179,0.00017918939532025768,0.2767527675276753,0.27705141651987575,Low
Casey Optical Company,18.86,18.86,18.86,1,1,18.86,1.0,0.00011939629025755377,0.00017909443538633067,0.2767527675276753,0.27705125825331917,Low
EyeOptics Optometry Center (AKA Sharon L Yurko OD Inc A Professional Corporation),26.94,13.47,13.47,2,2,13.47,1.0,0.00017054804133290026,0.0001279110309996752,0.2767527675276753,0.27705122660000786,Low
Surgi-Center of Central Virginia,26.94,13.47,15.06,2,2,13.47,1.0,0.00017054804133290026,0.0001279110309996752,0.2767527675276753,0.27705122660000786,Low
Yadkin Vision Center OD PLLC,26.92,13.46,13.46,2,2,13.46,1.0,0.00017042142808766428,0.0001278160710657482,0.2767527675276753,0.2770510050268287,Low
United Health Centers of the San Joaquin Valley,18.84,18.84,18.84,1,1,18.84,1.0,0.00011926967701231776,0.00017890451551847664,0.2767527675276753,0.2770509417202061,Low
Jorge A Martinez MD,18.84,18.84,18.84,1,1,18.84,1.0,0.00011926967701231776,0.00017890451551847664,0.2767527675276753,0.2770509417202061,Low
Optica Eye Center Inc,18.84,18.84,18.84,1,1,18.84,1.0,0.00011926967701231776,0.00017890451551847664,0.2767527675276753,0.2770509417202061,Low
Repko Family Vision Center PLLC,18.83,18.83,18.83,1,1,18.83,1.0,0.00011920637038969976,0.00017880955558454963,0.2767527675276753,0.27705078345364953,Low
Tidewater Anesthesia Associates PA,18.82,18.82,18.82,1,1,18.82,1.0,0.00011914306376708176,0.00017871459565062264,0.2767527675276753,0.277050625187093,Low
Littleton Day Surgery Center,18.8,18.8,18.8,1,1,18.8,1.0,0.00011901645052184577,0.00017852467578276864,0.2767527675276753,0.2770503086539799,Low
Med-Laser Surgical Center at De La Peña Eye Clinic,18.79,18.79,18.79,1,1,18.79,1.0,0.00011895314389922775,0.00017842971584884162,0.2767527675276753,0.27705015038742337,Low
Diabetic Eye & Macular Disease Specialists LLC,18.79,18.79,18.79,1,1,18.79,1.0,0.00011895314389922775,0.00017842971584884162,0.2767527675276753,0.27705015038742337,Low
Premier Vision Optometry Inc,18.78,18.78,18.78,1,1,18.78,1.0,0.00011888983727660976,0.00017833475591491464,0.2767527675276753,0.27704999212086684,Low
Maryland Vision Center PA (FKA MaylandEye Center PA),18.76,18.76,18.76,1,1,18.76,1.0,0.00011876322403137376,0.00017814483604706064,0.2767527675276753,0.27704967558775373,Low
Eye To Eye Inc,18.76,18.76,18.76,1,1,18.76,1.0,0.00011876322403137376,0.00017814483604706064,0.2767527675276753,0.27704967558775373,Low
Lake Oconee Eye Care (AKA Perry K Lee OD PC),18.76,18.76,18.76,1,1,18.76,1.0,0.00011876322403137376,0.00017814483604706064,0.2767527675276753,0.27704967558775373,Low
Polaris Eye Care (FKA Mead Eyecare & Eyer),18.76,18.76,18.76,1,1,18.76,1.0,0.00011876322403137376,0.00017814483604706064,0.2767527675276753,0.27704967558775373,Low
Precision Eye Care Professionals PLLC,18.75,18.75,18.75,1,1,18.75,1.0,0.00011869991740875573,0.0001780498761131336,0.2767527675276753,0.2770495173211972,Low
Middlesex Hospital (AKA Middlesex Health System),18.75,18.75,18.75,1,1,18.75,1.0,0.00011869991740875573,0.0001780498761131336,0.2767527675276753,0.2770495173211972,Low
Cockeysville Opticians & Eyecare (FKA Ruxton Towers Eye Associates),18.73,18.73,18.73,1,1,18.73,1.0,0.00011857330416351973,0.0001778599562452796,0.2767527675276753,0.2770492007880841,Low
Irene Magramm MD PC,18.71,18.71,18.71,1,1,18.71,1.0,0.00011844669091828374,0.0001776700363774256,0.2767527675276753,0.27704888425497104,Low
Eyes at the Villages (AKA Advanced Surgical and Medical Eye Care Pa),18.71,18.71,18.71,1,1,18.71,1.0,0.00011844669091828374,0.0001776700363774256,0.2767527675276753,0.27704888425497104,Low
Omaha Eye & Laser Institute,18.68,18.68,18.68,1,1,18.68,1.0,0.00011825677105042971,0.00017738515657564458,0.2767527675276753,0.2770484094553014,Low
Dau Family Eye Care,18.67,18.67,18.67,1,1,18.67,1.0,0.00011819346442781172,0.0001772901966417176,0.2767527675276753,0.2770482511887448,Low
Galleria Eye Care (AKA Dr Julie Cho and Associates),18.65,18.65,18.65,1,1,18.65,1.0,0.00011806685118257571,0.00017710027677386356,0.2767527675276753,0.27704793465563177,Low
Mechanicsburg Eye Associates LLC,18.63,18.63,18.63,1,1,18.63,1.0,0.0001179402379373397,0.00017691035690600956,0.2767527675276753,0.27704761812251866,Low
Hasbro Childrens Hospital,18.6,18.6,18.6,1,1,18.6,1.0,0.00011775031806948571,0.00017662547710422857,0.2767527675276753,0.277047143322849,Low
Roopinder K Grewal Md Llc (AKA Somerset Ophthalmology Associates),18.59,18.59,18.59,1,1,18.59,1.0,0.00011768701144686769,0.00017653051717030153,0.2767527675276753,0.2770469850562925,Low
Sparks Eye Care,18.59,18.59,18.59,1,1,18.59,1.0,0.00011768701144686769,0.00017653051717030153,0.2767527675276753,0.2770469850562925,Low
Mary Rutan Hospital (AKA Mary Rutan Health),18.59,18.59,18.59,1,1,18.59,1.0,0.00011768701144686769,0.00017653051717030153,0.2767527675276753,0.2770469850562925,Low
Landis Eye Care,18.58,18.58,18.58,1,1,18.58,1.0,0.00011762370482424969,0.00017643555723637452,0.2767527675276753,0.2770468267897359,Low
Dr Shannon Moore & Associates (AKA Warrenton Eye Care),26.54,13.27,13.27,2,2,13.27,1.0,0.00016801577642818011,0.0001260118323211351,0.2767527675276753,0.2770467951364246,Low
Eye Associates of Columbia Charleston & Georgia (FKA Eye Group),18.56,18.56,18.56,1,1,18.56,1.0,0.00011749709157901368,0.00017624563736852051,0.2767527675276753,0.27704651025662286,Low
Lake After Hours - Perkins & Lake After Hours Kids,18.55,18.55,18.55,1,1,18.55,1.0,0.00011743378495639569,0.00017615067743459353,0.2767527675276753,0.2770463519900663,Low
MultiCare Tacoma General Hospital,18.55,18.55,18.55,1,1,18.55,1.0,0.00011743378495639569,0.00017615067743459353,0.2767527675276753,0.2770463519900663,Low
Eye Care Center of Rome Inc,18.54,18.54,18.54,1,1,18.54,1.0,0.00011737047833377768,0.0001760557175006665,0.2767527675276753,0.27704619372350975,Low
Oregon Eye Consultants LLC,18.51,18.51,18.51,1,1,18.51,1.0,0.00011718055846592367,0.0001757708376988855,0.2767527675276753,0.2770457189238401,Low
Krannawitter Eye Care PA,18.51,18.51,18.51,1,1,18.51,1.0,0.00011718055846592367,0.0001757708376988855,0.2767527675276753,0.2770457189238401,Low
Harbor Eye Associates (AKA David J Dexter OD PC),18.48,18.48,18.48,1,1,18.48,1.0,0.00011699063859806966,0.00017548595789710448,0.2767527675276753,0.2770452441241705,Low
Colorado Springs Neurological Associates (CSNA),18.48,18.48,18.48,1,1,18.48,1.0,0.00011699063859806966,0.00017548595789710448,0.2767527675276753,0.2770452441241705,Low
Aiello Eye Institute (AKA Patrick D Aiello MD LLC),18.47,18.47,18.47,1,1,18.47,1.0,0.00011692733197545166,0.0001753909979631775,0.2767527675276753,0.27704508585761395,Low
Adult and Pediatric Eyecare (FKA Dr Nizewitz & Dr Lakes Office),18.42,18.42,18.42,1,1,18.42,1.0,0.00011661079886236165,0.00017491619829354248,0.2767527675276753,0.2770442945248312,Low
Eye Care Associates in Optometry,18.41,18.41,18.41,1,1,18.41,1.0,0.00011654749223974364,0.00017482123835961546,0.2767527675276753,0.2770441362582747,Low
Kern Medical (FKA Kern Medical Center),18.41,18.41,18.41,1,1,18.41,1.0,0.00011654749223974364,0.00017482123835961546,0.2767527675276753,0.2770441362582747,Low
Baystate Noble Hospital (FKA Noble Hospital),18.4,18.4,18.4,1,1,18.4,1.0,0.00011648418561712562,0.00017472627842568845,0.2767527675276753,0.2770439779917181,Low
Comprehensive Eye Care Ltd,18.4,18.4,18.4,1,1,18.4,1.0,0.00011648418561712562,0.00017472627842568845,0.2767527675276753,0.2770439779917181,Low
Schefkind Eye Care,18.37,18.37,18.37,1,1,18.37,1.0,0.00011629426574927164,0.00017444139862390746,0.2767527675276753,0.27704350319204846,Low
Looking Glass Eye Center PA,26.22,13.11,13.11,2,2,13.11,1.0,0.00016598996450440404,0.00012449247337830303,0.2767527675276753,0.277043249965558,Low
EyeLove Vision PLLC (FKA Smith Eye Care),18.35,18.35,18.35,1,1,18.35,1.0,0.00011616765250403563,0.00017425147875605343,0.2767527675276753,0.2770431866589354,Low
Ophthalmology LTD,18.35,18.35,18.35,1,1,18.35,1.0,0.00011616765250403563,0.00017425147875605343,0.2767527675276753,0.2770431866589354,Low
Rona Appel MD PC,18.34,18.34,18.34,1,1,18.34,1.0,0.00011610434588141762,0.00017415651882212642,0.2767527675276753,0.2770430283923788,Low
Kinslow Eye & Laser Center (FKA Ivory A Kinslow MD PA),18.34,18.34,18.34,1,1,18.34,1.0,0.00011610434588141762,0.00017415651882212642,0.2767527675276753,0.2770430283923788,Low
Waverly Health Center,18.33,18.33,18.33,1,1,18.33,1.0,0.0001160410392587996,0.0001740615588881994,0.2767527675276753,0.2770428701258223,Low
Buchanan County Health Center,18.33,18.33,18.33,1,1,18.33,1.0,0.0001160410392587996,0.0001740615588881994,0.2767527675276753,0.2770428701258223,Low
Whitesell Optometry PA,18.33,18.33,18.33,1,1,18.33,1.0,0.0001160410392587996,0.0001740615588881994,0.2767527675276753,0.2770428701258223,Low
MercyOne Cedar Falls Medical Center (FKA Sartori Memorial Hospital),18.33,18.33,18.33,1,1,18.33,1.0,0.0001160410392587996,0.0001740615588881994,0.2767527675276753,0.2770428701258223,Low
Capital Eye Consultants Pc,18.33,18.33,18.33,1,1,18.33,1.0,0.0001160410392587996,0.0001740615588881994,0.2767527675276753,0.2770428701258223,Low
Laser and Surgery Center - Palm Beach Gardens,18.33,18.33,18.33,1,1,18.33,1.0,0.0001160410392587996,0.0001740615588881994,0.2767527675276753,0.2770428701258223,Low
Eastern Idaho Regional Medical Center (AKA EIRMC),26.18,13.09,13.09,2,2,13.09,1.0,0.00016573673801393202,0.00012430255351044903,0.2767527675276753,0.2770428068191997,Low
Northwest Eyecare (AKA Diana F Penuela-oneill PC),18.3,18.3,18.3,1,1,18.3,1.0,0.00011585111939094562,0.00017377667908641842,0.2767527675276753,0.27704239532615266,Low
James River Eye Optometry,18.3,18.3,18.3,1,1,18.3,1.0,0.00011585111939094562,0.00017377667908641842,0.2767527675276753,0.27704239532615266,Low
Baptist Medical Center Jacksonville (FKA BMC Downtown),18.3,18.3,18.3,1,1,18.3,1.0,0.00011585111939094562,0.00017377667908641842,0.2767527675276753,0.27704239532615266,Low
Restoration Eye Care (AKA Timothy D McGarity MD PC),18.28,18.28,18.28,1,1,18.28,1.0,0.00011572450614570959,0.0001735867592185644,0.2767527675276753,0.2770420787930396,Low
Samaritan Memorial Hospital,18.28,18.28,18.28,1,1,18.28,1.0,0.00011572450614570959,0.0001735867592185644,0.2767527675276753,0.2770420787930396,Low
Coastal Eye Specialists Medical Group Inc,18.27,18.27,18.27,1,1,18.27,1.0,0.00011566119952309159,0.00017349179928463737,0.2767527675276753,0.277041920526483,Low
The Eye Center Surgeons & Associates LLC,18.26,18.26,18.26,1,1,18.26,1.0,0.0001155978929004736,0.0001733968393507104,0.2767527675276753,0.2770417622599265,Low
Fant Eye Care,18.25,18.25,18.25,1,1,18.25,1.0,0.00011553458627785559,0.00017330187941678337,0.2767527675276753,0.27704160399336997,Low
Sabal Eye Care,18.25,18.25,18.25,1,1,18.25,1.0,0.00011553458627785559,0.00017330187941678337,0.2767527675276753,0.27704160399336997,Low
Eye Specialists of Ohio,26.06,13.03,14.3,2,2,13.03,1.0,0.00016497705854251596,0.00012373279390688697,0.2767527675276753,0.2770414773801247,Low
Wellstar Health System,18.23,18.23,18.23,1,1,18.23,1.0,0.0001154079730326196,0.0001731119595489294,0.2767527675276753,0.27704128746025686,Low
North Wake Eye Care,18.22,18.22,18.22,1,1,18.22,1.0,0.00011534466641000156,0.00017301699961500236,0.2767527675276753,0.27704112919370033,Low
Kirby Eye Center (AKA Judith A Kirby MD PA),18.22,18.22,18.22,1,1,18.22,1.0,0.00011534466641000156,0.00017301699961500236,0.2767527675276753,0.27704112919370033,Low
Little Rock Family Eyecare,18.21,18.21,18.21,1,1,18.21,1.0,0.00011528135978738357,0.00017292203968107537,0.2767527675276753,0.27704097092714375,Low
Downtown Tulsa Eyecare (AKA Julie A Holmes Od Pllc),25.96,12.98,12.98,2,2,12.98,1.0,0.00016434399231633594,0.00012325799423725195,0.2767527675276753,0.2770403695142289,Low
Columbia Opticans (FKA Allon Vision Inc),18.14,18.14,18.14,1,1,18.14,1.0,0.00011483821342905756,0.00017225732014358635,0.2767527675276753,0.27703986306124795,Low
Cottage Grove Eye Clinic,18.12,18.12,18.12,1,1,18.12,1.0,0.00011471160018382155,0.00017206740027573232,0.2767527675276753,0.27703954652813484,Low
Bay Family Eyecare,18.08,18.08,18.08,1,1,18.08,1.0,0.00011445837369334953,0.0001716875605400243,0.2767527675276753,0.2770389134619087,Low
Seesmart Vision Clinic,18.07,18.07,18.07,1,1,18.07,1.0,0.00011439506707073154,0.0001715926006060973,0.2767527675276753,0.27703875519535215,Low
AnMed Health Medical Center,18.06,18.06,18.06,1,1,18.06,1.0,0.00011433176044811351,0.00017149764067217026,0.2767527675276753,0.27703859692879557,Low
Leoni Eye Clinic (AKA Leoni 2med LLC),18.05,18.05,18.05,1,1,18.05,1.0,0.00011426845382549552,0.00017140268073824328,0.2767527675276753,0.27703843866223904,Low
AuSable Eye Care (AKA Dean & Aubry Optometrists PC),25.78,12.89,12.89,2,2,12.89,1.0,0.0001632044731092119,0.00012240335483190893,0.2767527675276753,0.27703837535561643,Low
Eye Care and Vision Center PC (FKA Osceola Vision Center Chariton Vision Center Ottumwa Eye Care),18.03,18.03,18.03,1,1,18.03,1.0,0.00011414184058025952,0.00017121276087038928,0.2767527675276753,0.27703812212912593,Low
Red Cliffs Eye Center (FKA Graf Medical Eye Care and Vision),18.03,18.03,18.03,1,1,18.03,1.0,0.00011414184058025952,0.00017121276087038928,0.2767527675276753,0.27703812212912593,Low
Transvision Eye Care,18.02,18.02,18.02,1,1,18.02,1.0,0.00011407853395764152,0.00017111780093646226,0.2767527675276753,0.2770379638625694,Low
Medical Eye Center Inc,18.01,18.01,18.01,1,1,18.01,1.0,0.00011401522733502353,0.0001710228410025353,0.2767527675276753,0.2770378055960129,Low
Evanston Regional Hospital,17.97,17.97,17.97,1,1,17.97,1.0,0.00011376200084455149,0.00017064300126682725,0.2767527675276753,0.27703717252978666,Low
Ryan Health - Wadsworth,17.96,17.96,17.96,1,1,17.96,1.0,0.0001136986942219335,0.00017054804133290026,0.2767527675276753,0.27703701426323013,Low
Houston Methodist Willowbrook Hospital (FKA Methodist Willowbrook Hospital),17.95,17.95,17.95,1,1,17.95,1.0,0.0001136353875993155,0.00017045308139897324,0.2767527675276753,0.2770368559966736,Low
Two Little Windows (FKA Dr Richard S Solomon and Associates),17.95,17.95,17.95,1,1,17.95,1.0,0.0001136353875993155,0.00017045308139897324,0.2767527675276753,0.2770368559966736,Low
Family Focused Eyecare LLC,17.95,17.95,17.95,1,1,17.95,1.0,0.0001136353875993155,0.00017045308139897324,0.2767527675276753,0.2770368559966736,Low
French Creek Eye Care LLC (AKA Gregory A Griffith OD),17.95,17.95,17.95,1,1,17.95,1.0,0.0001136353875993155,0.00017045308139897324,0.2767527675276753,0.2770368559966736,Low
Kane County Hospital,17.95,17.95,17.95,1,1,17.95,1.0,0.0001136353875993155,0.00017045308139897324,0.2767527675276753,0.2770368559966736,Low
Netzel Eye Clinic (AKA Jeff Netzel OD PA),17.92,17.92,17.92,1,1,17.92,1.0,0.0001134454677314615,0.00017016820159719226,0.2767527675276753,0.27703638119700397,Low
Optique Eye Care PLLC,17.91,17.91,17.91,1,1,17.91,1.0,0.00011338216110884349,0.00017007324166326524,0.2767527675276753,0.2770362229304474,Low
Gwinnett Pediatric & Adult Eye Center,17.9,17.9,17.9,1,1,17.9,1.0,0.00011331885448622547,0.0001699782817293382,0.2767527675276753,0.27703606466389086,Low
Maui Optix LLC,17.89,17.89,17.89,1,1,17.89,1.0,0.00011325554786360748,0.0001698833217954112,0.2767527675276753,0.27703590639733433,Low
TidalHealth Nanticoke (FKA Nanticoke Memorial Hospital),17.89,17.89,17.89,1,1,17.89,1.0,0.00011325554786360748,0.0001698833217954112,0.2767527675276753,0.27703590639733433,Low
Dallas Vision Clinic (AKA Polk Vision Clinics Inc),17.89,17.89,17.89,1,1,17.89,1.0,0.00011325554786360748,0.0001698833217954112,0.2767527675276753,0.27703590639733433,Low
The Eye Place,17.87,17.87,17.87,1,1,17.87,1.0,0.00011312893461837148,0.0001696934019275572,0.2767527675276753,0.2770355898642212,Low
Daymark Recovery Services,17.87,17.87,17.87,1,1,17.87,1.0,0.00011312893461837148,0.0001696934019275572,0.2767527675276753,0.2770355898642212,Low
City Vision Center (FKA Better Visions PC),17.85,17.85,17.85,1,1,17.85,1.0,0.00011300232137313547,0.0001695034820597032,0.2767527675276753,0.27703527333110817,Low
Everything Eyes Inc,17.85,17.85,17.85,1,1,17.85,1.0,0.00011300232137313547,0.0001695034820597032,0.2767527675276753,0.27703527333110817,Low
20 20 Eye Wellness Optometry Inc,17.85,17.85,17.85,1,1,17.85,1.0,0.00011300232137313547,0.0001695034820597032,0.2767527675276753,0.27703527333110817,Low
Tower Health (FKA Reading Health),17.84,17.84,17.84,1,1,17.84,1.0,0.00011293901475051747,0.0001694085221257762,0.2767527675276753,0.2770351150645516,Low
Manhattan Surgical Hospital,17.82,17.82,17.82,1,1,17.82,1.0,0.00011281240150528145,0.00016921860225792217,0.2767527675276753,0.27703479853143853,Low
Cumberland Medical Center,17.81,17.81,17.81,1,1,17.81,1.0,0.00011274909488266344,0.00016912364232399515,0.2767527675276753,0.27703464026488195,Low
Holzer Medical Center - Gallipolis,17.81,17.81,17.81,1,1,17.81,1.0,0.00011274909488266344,0.00016912364232399515,0.2767527675276753,0.27703464026488195,Low
CHOC Childrens Main Campus - Orange (AKA CHOC Hospital),17.8,17.8,17.8,1,1,17.8,1.0,0.00011268578826004545,0.00016902868239006817,0.2767527675276753,0.2770344819983254,Low
Livingston Eye Care,17.8,17.8,17.8,1,1,17.8,1.0,0.00011268578826004545,0.00016902868239006817,0.2767527675276753,0.2770344819983254,Low
McNeel Eye Center,25.42,12.71,12.71,2,2,12.71,1.0,0.0001609254346949638,0.00012069407602122285,0.2767527675276753,0.2770343870383915,Low
Lighthouse Optical,17.77,17.77,17.77,1,1,17.77,1.0,0.00011249586839219145,0.00016874380258828718,0.2767527675276753,0.2770340071986558,Low
Nutfield Eye Associates,17.76,17.76,17.76,1,1,17.76,1.0,0.00011243256176957346,0.0001686488426543602,0.2767527675276753,0.27703384893209926,Low
Lafayette Eye Associates PC,17.76,17.76,17.76,1,1,17.76,1.0,0.00011243256176957346,0.0001686488426543602,0.2767527675276753,0.27703384893209926,Low
Gramercy Surgery Center - Manhattan,17.75,17.75,17.75,1,1,17.75,1.0,0.00011236925514695542,0.00016855388272043315,0.2767527675276753,0.2770336906655427,Low
Natural Vision (AKA David B Kaye MD Inc),17.75,17.75,17.75,1,1,17.75,1.0,0.00011236925514695542,0.00016855388272043315,0.2767527675276753,0.2770336906655427,Low
Excellent Vision (AKA Northeast Corneal Consultants),17.75,17.75,17.75,1,1,17.75,1.0,0.00011236925514695542,0.00016855388272043315,0.2767527675276753,0.2770336906655427,Low
Gregory K Dixon OD LLC,17.73,17.73,17.73,1,1,17.73,1.0,0.00011224264190171943,0.00016836396285257915,0.2767527675276753,0.2770333741324296,Low
Eye Center of Lenawee,17.73,17.73,17.73,1,1,17.73,1.0,0.00011224264190171943,0.00016836396285257915,0.2767527675276753,0.2770333741324296,Low
Ilumin,25.32,12.66,12.66,2,2,12.66,1.0,0.00016029236846878375,0.00012021927635158781,0.2767527675276753,0.27703327917249565,Low
Rendr,17.72,17.72,17.72,1,1,17.72,1.0,0.00011217933527910142,0.00016826900291865213,0.2767527675276753,0.27703321586587304,Low
Horizon Optometric Group,17.72,17.72,17.72,1,1,17.72,1.0,0.00011217933527910142,0.00016826900291865213,0.2767527675276753,0.27703321586587304,Low
OrthoIndy,17.72,17.72,17.72,1,1,17.72,1.0,0.00011217933527910142,0.00016826900291865213,0.2767527675276753,0.27703321586587304,Low
360 Medical Group,17.72,17.72,17.72,1,1,17.72,1.0,0.00011217933527910142,0.00016826900291865213,0.2767527675276753,0.27703321586587304,Low
Harris Opticians Inc,17.71,17.71,17.71,1,1,17.71,1.0,0.00011211602865648343,0.00016817404298472515,0.2767527675276753,0.2770330575993165,Low
Northern Utah Eye Center (AKA Christian D Nilson MD PC),17.69,17.69,17.69,1,1,17.69,1.0,0.00011198941541124742,0.00016798412311687115,0.2767527675276753,0.2770327410662034,Low
Starling Physicians,17.69,17.69,17.69,1,1,17.69,1.0,0.00011198941541124742,0.00016798412311687115,0.2767527675276753,0.2770327410662034,Low
Andover Eye Associates,17.67,17.67,17.67,1,1,17.67,1.0,0.00011186280216601143,0.00016779420324901714,0.2767527675276753,0.27703242453309035,Low
Vandergrift Family Eye Care (FKA Cowburn and Keppich LLC),17.65,17.65,17.65,1,1,17.65,1.0,0.0001117361889207754,0.0001676042833811631,0.2767527675276753,0.27703210799997724,Low
Cutarelli Vision (AKA Paul E Cutarelli MD Professional LLC),17.63,17.63,17.63,1,1,17.63,1.0,0.00011160957567553939,0.0001674143635133091,0.2767527675276753,0.27703179146686413,Low
Anderson & Nutt OD PC,17.61,17.61,17.61,1,1,17.61,1.0,0.0001114829624303034,0.00016722444364545509,0.2767527675276753,0.2770314749337511,Low
Idoc Optical Pc,17.61,17.61,17.61,1,1,17.61,1.0,0.0001114829624303034,0.00016722444364545509,0.2767527675276753,0.2770314749337511,Low
Cameron Memorial Community Hospital,17.61,17.61,17.61,1,1,17.61,1.0,0.0001114829624303034,0.00016722444364545509,0.2767527675276753,0.2770314749337511,Low
Frisco Eye Clini c& Williams Eye Care (AKA James A Williams Odpc),17.6,17.6,17.6,1,1,17.6,1.0,0.0001114196558076854,0.0001671294837115281,0.2767527675276753,0.2770313166671945,Low
Broad View Eye Center (FKA Eye and Vision Center),17.6,17.6,17.6,1,1,17.6,1.0,0.0001114196558076854,0.0001671294837115281,0.2767527675276753,0.2770313166671945,Low
Smyrna Eye Group PC,17.59,17.59,17.59,1,1,17.59,1.0,0.00011135634918506737,0.00016703452377760106,0.2767527675276753,0.27703115840063797,Low
Beaufort Vision Clinic (FKA Insight Optometric Services PA),17.59,17.59,17.59,1,1,17.59,1.0,0.00011135634918506737,0.00016703452377760106,0.2767527675276753,0.27703115840063797,Low
Forsight Eye Center (AKA Barker&truong Od Pc),17.58,17.58,17.58,1,1,17.58,1.0,0.00011129304256244937,0.00016693956384367404,0.2767527675276753,0.27703100013408144,Low
Northwestern Medicine Lake Forest Hospital,17.58,17.58,17.58,1,1,17.58,1.0,0.00011129304256244937,0.00016693956384367404,0.2767527675276753,0.27703100013408144,Low
Des Moines Eye Surgeons LLP,17.57,17.57,17.57,1,1,17.57,1.0,0.00011122973593983138,0.00016684460390974706,0.2767527675276753,0.27703084186752486,Low
Dr Garcia and Associates PC,17.57,17.57,17.57,1,1,17.57,1.0,0.00011122973593983138,0.00016684460390974706,0.2767527675276753,0.27703084186752486,Low
One Day Surgery Center,17.56,17.56,17.56,1,1,17.56,1.0,0.00011116642931721337,0.00016674964397582004,0.2767527675276753,0.27703068360096833,Low
Mayo Family Eye Care LLC,17.56,17.56,17.56,1,1,17.56,1.0,0.00011116642931721337,0.00016674964397582004,0.2767527675276753,0.27703068360096833,Low
Renown Health,17.55,17.55,17.55,1,1,17.55,1.0,0.00011110312269459538,0.00016665468404189308,0.2767527675276753,0.2770305253344118,Low
Eye Physicians & Surgeons Inc,17.55,17.55,17.55,1,1,17.55,1.0,0.00011110312269459538,0.00016665468404189308,0.2767527675276753,0.2770305253344118,Low
Eye Physicians of Lakewood,17.55,17.55,17.55,1,1,17.55,1.0,0.00011110312269459538,0.00016665468404189308,0.2767527675276753,0.2770305253344118,Low
Atlantic General Hospital,17.55,17.55,17.55,1,1,17.55,1.0,0.00011110312269459538,0.00016665468404189308,0.2767527675276753,0.2770305253344118,Low
Eyecare About Eyes PLLC,17.55,17.55,17.55,1,1,17.55,1.0,0.00011110312269459538,0.00016665468404189308,0.2767527675276753,0.2770305253344118,Low
Family Vision Care Optometry (AKA Christopher A Ruzicka OD),17.54,17.54,17.54,1,1,17.54,1.0,0.00011103981607197737,0.00016655972410796607,0.2767527675276753,0.2770303670678552,Low
Williamson Eye Care - Tyrone (AKA G Scott Williamson OD PC),17.52,17.52,17.52,1,1,17.52,1.0,0.00011091320282674135,0.00016636980424011204,0.2767527675276753,0.27703005053474217,Low
Amsterdam Eye Care (FKA Kwiat Eye and Laser Surgery),17.5,17.5,17.5,1,1,17.5,1.0,0.00011078658958150535,0.00016617988437225804,0.2767527675276753,0.27702973400162906,Low
Fort Wayne Vision Associates,17.5,17.5,17.5,1,1,17.5,1.0,0.00011078658958150535,0.00016617988437225804,0.2767527675276753,0.27702973400162906,Low
518eyes Dr Paloma Salam OD PC,17.5,17.5,17.5,1,1,17.5,1.0,0.00011078658958150535,0.00016617988437225804,0.2767527675276753,0.27702973400162906,Low
Scottsdale Eye Care,17.49,17.49,17.49,1,1,17.49,1.0,0.00011072328295888735,0.00016608492443833102,0.2767527675276753,0.27702957573507253,Low
Eisenhower Health (AKA Eisenhower Medical Center),17.49,17.49,17.49,1,1,17.49,1.0,0.00011072328295888735,0.00016608492443833102,0.2767527675276753,0.27702957573507253,Low
Fox Eye Laser & Cosmetic Institute PC (AKA Fox Eye Institute Pc),17.47,17.47,17.47,1,1,17.47,1.0,0.00011059666971365134,0.00016589500457047702,0.2767527675276753,0.2770292592019594,Low
