npi,year,BRAND_NAME,GENERIC_NAME,MANUFACTURER,unique_patients,total_prescriptions,total_payment,total_days_supply,provider_name,Primary_Specialty,Primary_Hospital_Affiliation,received_novo_payment,total_novo_payments,novo_transaction_count,ozempic_specific_payments
1326783648,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,5.010000000,56.000000000,"Macintyre, Holly Isabelle",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),0,0E-9,0,0E-9
1023755519,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,4.990000000,60.000000000,"Shea, Olha Anna",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1346938420,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,4.990000000,28.000000000,"Kurth, Emily Taylor",Psychiatry,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1255939880,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,6.000000000,6.000000000,4.990000000,140.000000000,"Weaver, Ashley K",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),0,0E-9,0,0E-9
1700492683,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,6.000000000,4.500000000,336.000000000,"Thompson, Carly Elizabeth",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,665.140000000,38,246.790000000
1891288932,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,3.280000000,56.000000000,"Gojcaj, Drita ",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,304.160000000,19,58.180000000
1346676939,2022.000000000,OZEMPIC,semaglutide,A-S Medication Solutions,1.000000000,1.000000000,,28.000000000,"Nest, Erin M",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,546.710000000,38,154.410000000
1942969043,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,3.000000000,,84.000000000,"Durst, Jodi ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1609473198,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,4.000000000,4.000000000,,112.000000000,"Pashak, Rachel M",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1841244480,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Vanderhorn, Kristen K",Internal Medicine,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),0,0E-9,0,0E-9
1518932839,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,30.000000000,"Mogor, John Richard",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1548882327,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,4.000000000,4.000000000,,172.000000000,"Pan, Lawrence ",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),0,0E-9,0,0E-9
1144699125,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,3.000000000,3.000000000,,140.000000000,"Williams, Heather Marie",Physician Assistant,Corewell Health Reed City Hospital (FKA Spectrum Health Reed City Hospital),0,0E-9,0,0E-9
1043836265,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Gadway, Hannah ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1881646610,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,3.000000000,,168.000000000,"Tate, Jennifer L",Physician Assistant,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),1,57.340000000,4,26.900000000
1669499257,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,56.000000000,"Wolfram, Donald ",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),0,0E-9,0,0E-9
1477503217,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Kurzawa, Michael Valentine",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),0,0E-9,0,0E-9
1114799319,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,3.000000000,3.000000000,,90.000000000,"Pannebecker, Jenna ",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),0,0E-9,0,0E-9
1487733242,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,3.000000000,,88.000000000,"White, Craig W",Family Practice,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),1,14.380000000,1,0E-9
1306409131,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,,56.000000000,"Srivastava, Pooja ",Surgery - Foot and Ankle,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),0,0E-9,0,0E-9
1497153159,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Holt, Laura ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1306158993,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,20.000000000,25.000000000,,1038.000000000,"Atallah, Pierre Charbel",Cardiology - Cardiologist,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,16.040000000,1,16.040000000
1326409673,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,,112.000000000,"Jeffries, David Lee",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1811911738,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,90.000000000,"Alvarez, Julian Antonio",Anesthesiology - Anesthesiologist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1669439758,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,56.000000000,"Metcalf, Katherine Grinenko",Nurse - Nurse Practitioner,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),0,0E-9,0,0E-9
1568842052,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,,56.000000000,"Cox, Anna ",Nurse - Nurse Practitioner,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),1,175.700000000,6,0E-9
1457307092,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,42.000000000,"Patro, Pragyan ",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1720283633,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,,168.000000000,"Gendernalik, James Driscoll",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),1,208.700000000,12,62.680000000
1578944849,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,90.000000000,"Gallaway, Molly A",Gastroenterology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),0,0E-9,0,0E-9
1962600189,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,30.000000000,"Martinez, Rebecca Dawn",Physician Assistant,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),0,0E-9,0,0E-9
1366467615,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,30.000000000,"Dahlstedt, Dennis A",Gastroenterology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),0,0E-9,0,0E-9
1972893527,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,5.000000000,6.000000000,,168.000000000,"Kasim, Nader R",Pediatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1366139321,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Saifuddin, Hamza ",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),0,0E-9,0,0E-9
1386954063,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,3.000000000,6.000000000,,176.000000000,"Miller-Wilson, Mary Elizabeth",Nurse - Nurse Practitioner,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),0,0E-9,0,0E-9
1356325468,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Young, Joel L",Psychiatry,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),0,0E-9,0,0E-9
1043314164,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,3.000000000,4.000000000,,112.000000000,"Gonte, William Stuart",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,376.370000000,21,189.590000000
1134266638,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,4.000000000,,130.000000000,"Duran, Terri Sue",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1235146721,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,56.000000000,"Spriegel, John R",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),0,0E-9,0,0E-9
1871553909,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,,56.000000000,"Gerrits, Peter ",Endocrinology - Pediatric,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),0,0E-9,0,0E-9
1174103584,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,3.000000000,3.000000000,,140.000000000,"Morton, Jacob Michael",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1558314765,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,3.000000000,,84.000000000,"Champion, Laura Deann",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1639121841,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,,56.000000000,"Kesliker, Manish Naran",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1619139821,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,4.000000000,,112.000000000,"O'Boyle, Jeff ",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1881679165,2022.000000000,OZEMPIC,semaglutide,A-S Medication Solutions,1.000000000,1.000000000,,14.000000000,"Feldman, Steven J",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,282.140000000,18,149.610000000
1174103584,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Morton, Jacob Michael",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1366793812,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,5.000000000,,168.000000000,"Cole-Wierda, Lindsey Danielle",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,401.580000000,31,0E-9
1144603721,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,5.000000000,5.000000000,,150.000000000,"Delva, Marislene ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1760884126,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,3.000000000,,84.000000000,"Lindner, Kelly Ann",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1336320704,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,4.000000000,4.000000000,,140.000000000,"Orrison, Melissa Faye",Physician Assistant,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),1,21.780000000,1,0E-9
1871109256,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,4.000000000,,112.000000000,"Gross, Jessica ",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1962015974,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Vieira, Jocelyn Kimberly",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,122.390000000,6,78.910000000
1982792040,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,90.000000000,"Nelson, Allan D",Family Practice,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),1,24.950000000,1,0E-9
1851039267,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,3.000000000,3.000000000,,84.000000000,"Asadullah, Mariam ",Family Practice,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),0,0E-9,0,0E-9
1255954681,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,5.000000000,5.000000000,,364.000000000,"Brownstein, Hailey Lauren",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1750819801,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,84.000000000,"Maue, Tracy L",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,90.320000000,3,13.540000000
1023500840,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Baydoun, Ali ",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),0,0E-9,0,0E-9
1427391135,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Bunney, Alan N",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,120.100000000,7,26.900000000
1073512752,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,90.000000000,"Angeles, Daisy S",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1629093158,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,84.000000000,"Rosbolt, James Paul",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),0,0E-9,0,0E-9
1891168456,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,56.000000000,"Simon, Doni Lee",Nurse - Nurse Practitioner,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),0,0E-9,0,0E-9
1881108207,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,5.000000000,8.000000000,,310.000000000,"Eriksen, Bethany Marie",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1598176729,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,30.000000000,"Nadeau, Brian ",Gastroenterology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1407445505,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,30.000000000,"Smarsch, Daniel ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,23.380000000,1,0E-9
1588196620,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,4.000000000,4.000000000,,112.000000000,"Aziz, Amna ",Pediatric Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1487638771,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Glazer-Zucker, Michelle B",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,1437.950000000,103,495.450000000
1740625508,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,6.000000000,7.000000000,,252.000000000,"Deen, Mazin Mohi",Internal Medicine,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),1,83.030000000,5,32.180000000
1225729353,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,,96.000000000,"Kropiewnicki, Shane Matthew",Nurse - Nurse Practitioner,Corewell Health Reed City Hospital (FKA Spectrum Health Reed City Hospital),0,0E-9,0,0E-9
1013479765,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Parker, Sarah L",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,13.470000000,1,0E-9
1427500842,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,84.000000000,"Jones, Christina Nicole",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,13.480000000,1,0E-9
1023792140,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,56.000000000,"Ahmed, Wafa ",Other,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1659990059,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,3.000000000,3.000000000,,170.000000000,"Mastromonaco, Mark Peter",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),0,0E-9,0,0E-9
1245331941,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,3.000000000,4.000000000,,112.000000000,"Lebolt, James R",Sports Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1033883947,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,4.000000000,4.000000000,,114.000000000,"Mobley, Melissa ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,224.970000000,11,80.500000000
1134851181,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Bhatia, Unnati ",Nephrology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1841282456,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,3.000000000,,154.000000000,"Johnson, Ewanah D",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),0,0E-9,0,0E-9
1275014706,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,42.000000000,"Spoelhof, Anna Elizabeth",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,42.770000000,3,0E-9
1831787530,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,,56.000000000,"Nate, Hollie ",Physician Assistant,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),1,78.110000000,4,35.210000000
1184731333,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Baer, William Henry",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,22.970000000,1,22.970000000
1861606808,2022.000000000,OZEMPIC,semaglutide,A-S Medication Solutions,1.000000000,1.000000000,,28.000000000,"Elkadry, Ayman H",Endocrinology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,1569.330000000,82,720.100000000
1710926399,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,90.000000000,"Costantino, Thomas G",Family Practice,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),0,0E-9,0,0E-9
1942680673,2022.000000000,OZEMPIC,semaglutide,A-S Medication Solutions,1.000000000,2.000000000,,112.000000000,"Bhagwan, Sameer Surendra",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1689962136,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Slim, Achraf ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1972588259,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,3.000000000,7.000000000,,588.000000000,"Feldman, Barry W",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,528.110000000,42,249.420000000
1043288053,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,4.000000000,4.000000000,,118.000000000,"Joseph, John Robert",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1255195772,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,56.000000000,"Riggins, Valerie Vheri-Elana",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1992188684,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Lockstadt, Ariana Christina",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,335.840000000,16,82.910000000
1033324280,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Halalau, Alexandra I",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,18.040000000,1,0E-9
1407493968,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,,56.000000000,"Prins, Erin Beth",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,45.900000000,1,0E-9
1366433054,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Weissman, David E",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1922412600,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,,56.000000000,"Tiesma, David Edward",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,44.590000000,2,0E-9
1558378265,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,3.000000000,3.000000000,,140.000000000,"Johnson, Kenneth S",Emergency Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,40.660000000,2,0E-9
1972347888,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,84.000000000,"Haider, Nida ",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),0,0E-9,0,0E-9
1194814467,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,,58.000000000,"Zouabi, Firas ",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1699920082,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,3.000000000,,204.000000000,"Thebault, R Chase Stanley",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1083055149,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Scott, Amanda E",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1922450980,2022.000000000,OZEMPIC,semaglutide,A-S Medication Solutions,1.000000000,8.000000000,,224.000000000,"Farah, Renee Afram",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),0,0E-9,0,0E-9
1124078555,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,,56.000000000,"Childers, Timothy W",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,482.220000000,33,199.170000000
1700897196,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,2.000000000,2.000000000,,56.000000000,"Abel, Jonathan E",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,370.580000000,20,192.910000000
1861462632,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Yaekle, Scott ",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1811302516,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Packey, Drew Joseph",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1699436592,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,30.000000000,"Lyon, Melanie A",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,148.780000000,8,85.920000000
1427675461,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,3.000000000,4.000000000,,112.000000000,"Elsaghir, Ali Ibrahim",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),0,0E-9,0,0E-9
1053399865,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,2.000000000,,84.000000000,"Roznowski, Kimberly Harmon",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),0,0E-9,0,0E-9
1407803075,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,1.000000000,1.000000000,,28.000000000,"Lauder, Nehman Lorenzo",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1194195966,2022.000000000,OZEMPIC,semaglutide,A-S Medication Solutions,1.000000000,1.000000000,,28.000000000,"Vanderwerff, Holly ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,98.460000000,1,98.460000000
