npi,provider_name,Primary_Specialty,Primary_Hospital_Affiliation,program_year,payment_type,product_category,transaction_count,total_payment,avg_payment
1043674567,"Forbes, Erica ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Ozempic,1,20.080000000,20.080000000
1972672103,"Efros, Arthur A",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Ozempic,1,20.070000000,20.070000000
1003030685,"Sobh, Mohamad A",Cardiology - Cardiologist,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,1,20.070000000,20.070000000
1851565212,"Syed, Samina T",Endocrinology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Ozempic,1,20.070000000,20.070000000
1215377791,"Wolok, Ryan Scott",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,3,20.060000000,6.686666667
1437201217,"Yousif, Dhia L",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Rybelsus,1,20.040000000,20.040000000
1205879434,"Bhardwaj, Priti ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Rybelsus,1,20.030000000,20.030000000
1104056670,"Schmitt, Jill Patricia",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2021,Food and Beverage,Ozempic,2,20.030000000,10.015000000
1720035892,"Rajani, Samir Amiritlal",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Wegovy,1,20.030000000,20.030000000
1316177496,"La Nore, Thomas Allen",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Rybelsus,1,20.030000000,20.030000000
1417187014,"Cecil, Leah Michelle Jenkins",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2021,Food and Beverage,Ozempic,2,20.030000000,10.015000000
1366412066,"Dancik, Jerry A",Nephrology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Wegovy,1,20.020000000,20.020000000
1184660490,"Dell, Lawrence M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Rybelsus,2,20.020000000,10.010000000
1629581970,"Kelly, Caitlin Marie",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Wegovy,1,20.020000000,20.020000000
1326536202,"Golagabathula, Sharanya ",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2022,Food and Beverage,Ozempic,1,20.020000000,20.020000000
1710492590,"Greear, Kristie K",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,1,20.010000000,20.010000000
1619902855,"Madanguit, Aurora B",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2021,Food and Beverage,Rybelsus,1,20.010000000,20.010000000
1124394945,"Mcglothlin, Elizabeth Ann",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2022,Food and Beverage,Rybelsus,1,20.010000000,20.010000000
1174984413,"Dehn, Amanda Leigh",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2022,Food and Beverage,Rybelsus,1,20.010000000,20.010000000
1811956139,"Salka, Samer ",Cardiology - Cardiologist,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,1,20.010000000,20.010000000
1588923734,"Hazergian, Gregory David",Cardiology - Cardiologist,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,1,20.010000000,20.010000000
1730349895,"Ryke, Nicole L",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Ozempic,1,20.010000000,20.010000000
1306888367,"Helder, Timothy John",Internal Medicine,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),2024,Food and Beverage,Ozempic,1,20.000000000,20.000000000
1417924309,"Ayad, Mohamed H",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,1,20.000000000,20.000000000
1457664708,"Geevarghese, Roby J",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Ozempic,1,20.000000000,20.000000000
1326020777,"Nichols, Michael W",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Ozempic,1,20.000000000,20.000000000
1194771980,"Reed, Kevin Clark",Internal Medicine,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),2024,Food and Beverage,Ozempic,1,20.000000000,20.000000000
1568441491,"Johnson, Valerie Lynn",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2021,Food and Beverage,Other Novo Products,1,19.980000000,19.980000000
1912164740,"Naim, Rita W",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Ozempic,1,19.960000000,19.960000000
1548293483,"Sandberg, Jay H",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Rybelsus,2,19.960000000,9.980000000
1619952975,"Cooper, Tammi W",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,1,19.950000000,19.950000000
1194091066,"Feldman, Michael J",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,1,19.950000000,19.950000000
1649255217,"Rosman, David E",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,1,19.950000000,19.950000000
1528099397,"Dakroub, Hassan N",Infectious Disease,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Other Novo Products,1,19.950000000,19.950000000
1164121240,"Kirma, Mariam ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Ozempic,1,19.950000000,19.950000000
1881679165,"Feldman, Steven J",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,1,19.950000000,19.950000000
1871008821,"Towns, Nicole Roberta",Nurse - Nurse Practitioner,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),2023,Food and Beverage,Rybelsus,2,19.940000000,9.970000000
1063496818,"Langnas, Gary B",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Rybelsus,1,19.940000000,19.940000000
1972581908,"Samad, Munzer ",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Rybelsus,1,19.930000000,19.930000000
1316025695,"Srikrishna, Latha ",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Rybelsus,1,19.920000000,19.920000000
1568860583,"Hryckowian-Mazur, Megan ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Rybelsus,1,19.920000000,19.920000000
1679782346,"Edison, Raymond Charles",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2021,Food and Beverage,Ozempic,1,19.900000000,19.900000000
1699974956,"Pretty, Paula Jean",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2021,Food and Beverage,Rybelsus,1,19.890000000,19.890000000
1154338044,"Verbrugge, John D",Emergency Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Rybelsus,1,19.890000000,19.890000000
1770936692,"Yeboah, Bavithira Abivarshia",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2022,Food and Beverage,Other Novo Products,1,19.880000000,19.880000000
1801463542,"Subahi, Ahmed ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Wegovy,1,19.860000000,19.860000000
1932113628,"Vollmer, John Anthony",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2024,Food and Beverage,Ozempic,1,19.860000000,19.860000000
1033791843,"Gardner, Mary Judith",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Wegovy,1,19.850000000,19.850000000
1447299599,"Vanderlaan, Ronald L",Cardiology - Cardiologist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Wegovy,1,19.850000000,19.850000000
1619119393,"Taratuta, Megan A",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,1,19.850000000,19.850000000
1609849561,"Werner, Mark ",Obstetrics/Gynecology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Other Novo Products,1,19.830000000,19.830000000
1609054899,"Dlewati, Abdallah ",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2021,Food and Beverage,Wegovy,1,19.830000000,19.830000000
1134287592,"Schramm, Danielle Marie",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Ozempic,1,19.820000000,19.820000000
1124390331,"Workman, Stephanie Marie",Nurse - Nurse Practitioner,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2024,Food and Beverage,Ozempic,1,19.820000000,19.820000000
1831154798,"Kaki, Amir K",Cardiology - Cardiologist,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Ozempic,1,19.810000000,19.810000000
1154585149,"Varughese, George ",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Ozempic,1,19.790000000,19.790000000
1295722916,"Saleh, Saleh Muslah",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Ozempic,1,19.790000000,19.790000000
1689657785,"Ward, William H",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Rybelsus,1,19.760000000,19.760000000
1770936692,"Yeboah, Bavithira Abivarshia",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2023,Food and Beverage,Rybelsus,1,19.750000000,19.750000000
1083202923,"Ostrom, Taryn Nicole",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Wegovy,1,19.740000000,19.740000000
1932168127,"Calton, David W",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Wegovy,1,19.740000000,19.740000000
1588191761,"Akinyosoye, Oluwasayo Titilola",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Ozempic,1,19.740000000,19.740000000
1578178398,"Beld, Madeline Jane",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Rybelsus,1,19.740000000,19.740000000
1942608005,"Sylvester, Andrea P",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,1,19.730000000,19.730000000
1629852868,"Eichorn, Luke ",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2024,Food and Beverage,Rybelsus,1,19.710000000,19.710000000
1528025871,"Cooley, David L",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Rybelsus,1,19.700000000,19.700000000
1528551488,"Bain, Michael D",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,1,19.690000000,19.690000000
1639154388,"Yeghissian, Joyce M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Rybelsus,1,19.680000000,19.680000000
1508857715,"Doshi, Hina S",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Ozempic,2,19.680000000,9.840000000
1821042581,"Elmenini, Mohammad Sobhi",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Rybelsus,1,19.660000000,19.660000000
1780645143,"Joliat, J Mark Mark",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Other Novo Products,2,19.660000000,9.830000000
1619944352,"Price, Julie L",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Other Novo Products,2,19.660000000,9.830000000
1780847756,"Joliat, Jonathan Michael",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Other Novo Products,2,19.660000000,9.830000000
1912966649,"Fraser, Neil J",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Other Novo Products,2,19.660000000,9.830000000
1225018781,"Lerner, Sandra Schlean",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Other Novo Products,2,19.650000000,9.825000000
1619119393,"Taratuta, Megan A",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Ozempic,1,19.640000000,19.640000000
1972567113,"Calado, John Benedict",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Ozempic,1,19.640000000,19.640000000
1831488774,"Egan, Celia Marie Vihtelic",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Wegovy,1,19.640000000,19.640000000
1962464982,"Williams, Stephen A",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Ozempic,1,19.640000000,19.640000000
1114194958,"Rifai, Aya ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Ozempic,1,19.640000000,19.640000000
1083732614,"Field, Marjorie E",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Rybelsus,1,19.620000000,19.620000000
1861727695,"Hauser, Brianne Michelle",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Other Novo Products,1,19.610000000,19.610000000
1871226043,"Pabla, Sukhwinder Kaur",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Wegovy,1,19.600000000,19.600000000
1841245263,"Dawood-Farah, Farah Rafik",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Ozempic,1,19.600000000,19.600000000
1558743096,"Peruski, Adam M",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Ozempic,1,19.600000000,19.600000000
1477560308,"Al-Kassab, Abdul K",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2021,Travel and Lodging,Rybelsus,2,19.600000000,9.800000000
1417676842,"Darcy, Hannah Christine",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Ozempic,1,19.590000000,19.590000000
1457842361,"Mckay, Amanda ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Ozempic,1,19.590000000,19.590000000
1013470178,"Roden, Alexandria Caroline",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2024,Food and Beverage,Ozempic,1,19.590000000,19.590000000
1477558450,"Grunberger, George ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Wegovy,1,19.550000000,19.550000000
1477558450,"Grunberger, George ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Travel and Lodging,Ozempic,1,19.550000000,19.550000000
1881682821,"Patterson, David G",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2020,Food and Beverage,Rybelsus,1,19.540000000,19.540000000
1881641165,"Williamson, Jeffrey Robert",Family Practice,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),2023,Food and Beverage,Rybelsus,1,19.540000000,19.540000000
1073265310,"Kroeze, Taylor Rose",Nurse - Nurse Practitioner,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),2023,Food and Beverage,Wegovy,1,19.530000000,19.530000000
1881641165,"Williamson, Jeffrey Robert",Family Practice,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),2021,Food and Beverage,Rybelsus,2,19.530000000,9.765000000
1891288932,"Gojcaj, Drita ",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Wegovy,1,19.510000000,19.510000000
1780193748,"Eidy, Fatima Ali",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Ozempic,1,19.500000000,19.500000000
1518197029,"Paredes, Azrael A",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Wegovy,1,19.490000000,19.490000000
1255841060,"Compton, Debra K",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2024,Food and Beverage,Wegovy,1,19.490000000,19.490000000
1245291475,"Kallabat, Steve Z",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Wegovy,1,19.480000000,19.480000000
1689139156,"Dandalides Ehlert, Alexis ",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Other Novo Products,1,19.480000000,19.480000000
1194009654,"Walvekar, Karishma ",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Wegovy,1,19.480000000,19.480000000
1215354493,"Meram, Daniel ",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Rybelsus,1,19.480000000,19.480000000
1851553762,"Baines, Jamie Chioni",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Wegovy,1,19.480000000,19.480000000
1578521118,"Bijlani, Smita ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Other Novo Products,1,19.480000000,19.480000000
1790764868,"Tacket, Douglas Gregory",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2024,Food and Beverage,Other Novo Products,1,19.470000000,19.470000000
1164469821,"Gill, Matthew Alan",Internal Medicine,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2022,Food and Beverage,Rybelsus,1,19.460000000,19.460000000
1598879496,"Sattar, Hamid ",Cardiology - Cardiologist,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Ozempic,1,19.460000000,19.460000000
1205477924,"Mette, Samantha ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Ozempic,1,19.460000000,19.460000000
1770115511,"Bell, Kendall ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Rybelsus,1,19.450000000,19.450000000
1861562365,"Khoury, Rana ",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Wegovy,1,19.450000000,19.450000000
1609219070,"Kasko, Susan K",Family Practice,Corewell Health Watervliet Hospital (FKA Spectrum Health Lakeland Watervliet Hospital),2023,Food and Beverage,Ozempic,1,19.440000000,19.440000000
1932291432,"Park-Davis, Sungnan ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Rybelsus,1,19.440000000,19.440000000
1235146002,"Aslam, Naveed ",Oncology - Medical Oncology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Other Novo Products,1,19.440000000,19.440000000
1679507669,"Surendran, Ramkrishna ",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Ozempic,2,19.440000000,9.720000000
1124682307,"Abdolkarim, Nisreen ",Nurse - Nurse Practitioner,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),2022,Food and Beverage,Rybelsus,1,19.440000000,19.440000000
1194091066,"Feldman, Michael J",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,1,19.420000000,19.420000000
1710969639,"Atassi, Racheed M",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Rybelsus,1,19.420000000,19.420000000
1093208944,"Ball, Julie A",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Ozempic,1,19.420000000,19.420000000
1679274500,"Bazzi, Racha ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,1,19.420000000,19.420000000
1720062334,"Mindell, Seth M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,1,19.420000000,19.420000000
1295709863,"Jha, Sachcihidana ",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2020,Food and Beverage,Ozempic,1,19.420000000,19.420000000
1053520148,"Spassova, Ganka Anguelova",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,1,19.410000000,19.410000000
1285205906,"Ryman, Elizabeth Anne",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Ozempic,1,19.410000000,19.410000000
1417918863,"Sinkoff, Mark Anh",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Other Novo Products,1,19.410000000,19.410000000
1174582779,"Doyle, Michael S",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Other Novo Products,1,19.410000000,19.410000000
1164813838,"Bylsma, Molly Sullivan",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Rybelsus,1,19.400000000,19.400000000
1225007255,"Beltz, Stacey L.",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Other Novo Products,1,19.390000000,19.390000000
1396856118,"Hood, Heidi ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Rybelsus,1,19.390000000,19.390000000
1093747149,"Angeles, Bernadette L",Psychiatry,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Rybelsus,1,19.390000000,19.390000000
1700046307,"Gavorin, Denise Elaine",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Rybelsus,1,19.390000000,19.390000000
1326572702,"Tebbe, Calvin Robert",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Rybelsus,1,19.380000000,19.380000000
1942640347,"Blaceri, Sonela ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Ozempic,1,19.380000000,19.380000000
1578948220,"Alhaider, Eaman ",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Ozempic,1,19.370000000,19.370000000
1346860962,"Jerore, Matthew James",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Ozempic,1,19.360000000,19.360000000
1619119393,"Taratuta, Megan A",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Ozempic,1,19.360000000,19.360000000
1407064892,"Kastl, Stacey Renee",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Ozempic,1,19.360000000,19.360000000
1063675114,"Salanta, Camelia Loredana",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Other Novo Products,1,19.350000000,19.350000000
1063496818,"Langnas, Gary B",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Wegovy,1,19.330000000,19.330000000
1679050108,"Giese, Dawn Maxine",Nurse - Nurse Practitioner,Corewell Health Reed City Hospital (FKA Spectrum Health Reed City Hospital),2023,Food and Beverage,Other Novo Products,1,19.330000000,19.330000000
1790764868,"Tacket, Douglas Gregory",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Ozempic,1,19.330000000,19.330000000
1457703548,"Green, Casey Nichole",Physician Assistant,Corewell Health Reed City Hospital (FKA Spectrum Health Reed City Hospital),2023,Food and Beverage,Other Novo Products,1,19.330000000,19.330000000
1134718711,"Zindani, Antesar ",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,1,19.320000000,19.320000000
